epoch,optimizer_updates,processed_trajectories,optimizer_batches,micro_batch_size,effective_batch_size,accumulation_steps,step_relative_l2_sum_mean_per_trajectory,full_spacetime_relative_l2_mean_per_trajectory,learning_rate,epoch_seconds,mean_epoch_seconds_this_process,estimated_remaining_seconds,cuda_peak_allocated_bytes,cuda_peak_reserved_bytes
43,2150,1000,50,20,20,1,0.1358680876493454,0.0346363585293293,0.001,13.755419299937785,14.026101325584445,6286.226620071568,761111040,805306368
44,2200,1000,50,20,20,1,0.14380494892597198,0.036678742736577986,0.001,13.934173800051212,14.024105104543692,6353.983252823353,761111040,805306368
45,2250,1000,50,20,20,1,0.16763946104049682,0.04277105265855789,0.001,13.988262900151312,14.023449046671804,6364.659619568847,761111040,805306368
46,2300,1000,50,20,20,1,0.14358148980140686,0.036600431978702545,0.001,14.209521300159395,14.02761295434776,6451.122670272365,761111040,805306368
47,2350,1000,50,20,20,1,0.16912855172157287,0.043148362696170804,0.001,13.995385499671102,14.027035580848919,6339.909631351009,761111040,805306368
48,2400,1000,50,20,20,1,0.15101307439804076,0.03851610082387924,0.001,14.019359999801964,14.026993531248687,6336.7507199104875,761111040,805306368
49,2450,1000,50,20,20,1,0.11793707644939423,0.0300495865046978,0.001,14.116162300109863,14.028936532658658,6366.389197349548,761111040,805306368
50,2500,1000,50,20,20,1,0.15974081885814667,0.0407560288310051,0.001,14.119418899994344,14.03087247800082,6353.738504997455,761111040,805306368
51,2550,1000,50,20,20,1,0.14318386483192444,0.03651950639486313,0.001,13.98274749983102,14.053604682350494,6278.253627424128,761111040,805306368
52,2600,1000,50,20,20,1,0.15903388142585753,0.04056964522600174,0.001,13.890899299643934,14.05055784038268,6223.122886240482,761111040,805306368
53,2650,1000,50,20,20,1,0.13488109159469605,0.034398439019918445,0.001,14.141893999651074,14.052785039624586,6321.42661784403,761111040,805306368
54,2700,1000,50,20,20,1,0.11877047455310821,0.03028648191690445,0.001,14.247366599738598,14.056438185188368,6354.325503483415,761111040,805306368
55,2750,1000,50,20,20,1,0.1467991931438446,0.03744526094198227,0.001,13.365879700053483,14.043975740002299,5947.8164665238,761111040,805306368
56,2800,1000,50,20,20,1,0.1506908507347107,0.03845379674434662,0.001,13.253599300049245,14.029983555357571,5884.598089221865,761111040,805306368
57,2850,1000,50,20,20,1,0.1464376027584076,0.037377121925354,0.001,12.55747690005228,14.004215192981064,5562.96226672316,761111040,805306368
58,2900,1000,50,20,20,1,0.15561980032920839,0.03970634061098099,0.001,12.645242699887604,13.980832662072096,5589.197273350321,761111040,805306368
59,2950,1000,50,20,20,1,0.12737136840820312,0.032478492707014084,0.001,12.719328000210226,13.959499196607178,5609.2236480927095,761111040,805306368
60,3000,1000,50,20,20,1,0.157102032661438,0.04008807939291,0.001,12.431645400356501,13.934073718334549,5469.923976156861,761111040,805306368
61,3050,1000,50,20,20,1,0.15502004766464234,0.039560951590538025,0.001,12.610994599759579,13.928518709833504,5536.226629294455,761111040,805306368
62,3100,1000,50,20,20,1,0.1281808716058731,0.032683322995901105,0.001,12.709956199862063,13.90895226451328,5566.960815539584,761111040,805306368
63,3150,1000,50,20,20,1,0.1537974488735199,0.03924016416072845,0.001,12.68603610014543,13.889614579363888,5543.797775763553,761111040,805306368
64,3200,1000,50,20,20,1,0.140349893450737,0.03578492194414139,0.001,12.446921799797565,13.867152801562042,5426.857904711738,761111040,805306368
65,3250,1000,50,20,20,1,0.12965742325782775,0.03308836436271668,0.001,12.47833769954741,13.845847144615478,5428.076899303123,761111040,805306368
66,3300,1000,50,20,20,1,0.11175034475326538,0.028515023291110993,0.001,12.54388799984008,13.82619117273046,5444.047391930595,761111040,805306368
67,3350,1000,50,20,20,1,0.13271947813034057,0.03387860989570618,0.001,12.665426000021398,13.808944223879545,5484.129458009265,761111040,805306368
68,3400,1000,50,20,20,1,0.12481642925739288,0.031850357353687284,0.001,12.707272599916905,13.793119213235673,5489.541763164103,761111040,805306368
69,3450,1000,50,20,20,1,0.13492324829101562,0.03443292737007141,0.001,12.685945100151002,13.777265069567585,5467.642338165082,761111040,805306368
70,3500,1000,50,20,20,1,0.12330650675296784,0.03146301060914993,0.001,12.527785299811512,13.75945441714222,5386.94767891895,761111040,805306368
71,3550,1000,50,20,20,1,0.11085531449317933,0.028289127200841903,0.001,12.576609500218183,13.759750145074294,5395.3654755936,761111040,805306368
72,3600,1000,50,20,20,1,0.11545365703105927,0.029455347806215285,0.001,12.741024000104517,13.746116219444149,5453.158272044733,761111040,805306368
73,3650,1000,50,20,20,1,0.15667969942092896,0.03998071324825287,0.001,12.621138100046664,13.731227724659831,5389.225968719926,761111040,805306368
74,3700,1000,50,20,20,1,0.14294903588294983,0.036470567733049394,0.001,12.42919489974156,13.713915912163872,5294.837027289905,761111040,805306368
75,3750,1000,50,20,20,1,0.12982953882217407,0.033130432814359664,0.001,12.403164099901915,13.696714570665112,5271.344742458314,761111040,805306368
76,3800,1000,50,20,20,1,0.11880250859260559,0.030336156100034713,0.001,12.712897600140423,13.684052264477176,5390.268582459539,761111040,805306368
77,3850,1000,50,20,20,1,0.11618427062034607,0.0296716548204422,0.001,12.873725000303239,13.673800194805318,5445.58567512827,761111040,805306368
78,3900,1000,50,20,20,1,0.10910233581066131,0.027850466907024383,0.001,12.500330199953169,13.659021170511364,5275.139344380237,761111040,805306368
79,3950,1000,50,20,20,1,0.14500757777690887,0.03700563484430313,0.001,12.437234399840236,13.643826281015254,5236.075682332739,761111040,805306368
80,4000,1000,50,20,20,1,0.1503270001411438,0.03837445676326752,0.001,12.214427800383419,13.626219148753444,5130.059676161036,761111040,805306368
81,4050,1000,50,20,20,1,0.14510168409347535,0.037025549441576,0.001,12.717895499896258,13.627748293825137,5328.798214456532,761111040,805306368
82,4100,1000,50,20,20,1,0.13930746471881866,0.03555915075540542,0.001,12.839873000048101,13.618208743904422,5367.066914020106,761111040,805306368
83,4150,1000,50,20,20,1,0.14425403559207917,0.036799959659576414,0.001,12.53308829991147,13.605217283131577,5226.297821063083,761111040,805306368
84,4200,1000,50,20,20,1,0.10717236423492432,0.027347795248031617,0.001,12.453336500097066,13.591556628572842,5180.5879840403795,761111040,805306368
85,4250,1000,50,20,20,1,0.12946139204502105,0.03306532356142998,0.001,12.546591800171882,13.579293376470313,5206.835597071331,761111040,805306368
86,4300,1000,50,20,20,1,0.148436137676239,0.037870206594467166,0.001,12.536749499849975,13.567225604653792,5190.21429293789,761111040,805306368
87,4350,1000,50,20,20,1,0.14623869919776916,0.03730208134651184,0.001,12.90087280003354,13.55961651149495,5328.060466413852,761111040,805306368
88,4400,1000,50,20,20,1,0.14476651406288146,0.036938809871673584,0.001,12.630593900103122,13.549090239774985,5203.804686842486,761111040,805306368
89,4450,1000,50,20,20,1,0.1416964590549469,0.03614083099365235,0.001,13.012576699722558,13.543119288766443,5348.169023585971,761111040,805306368
90,4500,1000,50,20,20,1,0.12343168783187866,0.03150275331735611,0.001,14.140897300094366,13.549823808887352,5797.76789303869,761111040,805306368
91,4550,1000,50,20,20,1,0.10115526843070984,0.02582704496383667,0.001,14.16655860003084,13.569070686811356,5794.122467412613,761111040,805306368
92,4600,1000,50,20,20,1,0.10465740084648133,0.02672235035896301,0.001,14.137723800260574,13.575298769566555,5768.191310506314,761111040,805306368
93,4650,1000,50,20,20,1,0.13171978080272675,0.03363520875573158,0.001,14.01924500009045,13.580134045162428,5705.832715036813,761111040,805306368
94,4700,1000,50,20,20,1,0.13992295300960542,0.03569813594222069,0.001,14.190449699759483,13.58667305957506,5761.32257810235,761111040,805306368
95,4750,1000,50,20,20,1,0.14212576603889465,0.03626707673072815,0.001,14.356306799687445,13.59483398105459,5814.304253873415,761111040,805306368
96,4800,1000,50,20,20,1,0.13200966918468476,0.03369084057211876,0.001,14.030253699980676,13.599407407290224,5668.222494792193,761111040,805306368
97,4850,1000,50,20,20,1,0.13809802162647247,0.0352230224609375,0.001,13.954127700068057,13.60309103608477,5623.513463127427,761111040,805306368
98,4900,1000,50,20,20,1,0.09948619520664215,0.02540862998366356,0.001,14.027857400011271,13.607475192856272,5639.198674804531,761111040,805306368
99,4950,1000,50,20,20,1,0.10144408369064331,0.025910385876893996,0.001,14.29845150001347,13.614507490910139,5733.679051505402,761111040,805306368
100,5000,1000,50,20,20,1,0.12192614126205445,0.031119414150714873,0.0005,14.339370899833739,13.621800259002484,5735.7483599334955,761111040,805306368
101,5050,1000,50,20,20,1,0.09517712247371674,0.024280362904071807,0.0005,14.158878799993545,13.63887691782271,5649.392641197424,761111040,805306368
102,5100,1000,50,20,20,1,0.08389991724491119,0.021418985515832902,0.0005,14.013652499765158,13.642754694118219,5577.433694906533,761111040,805306368
103,5150,1000,50,20,20,1,0.08960517346858979,0.022874947518110277,0.0005,14.202781500294805,13.648339752428848,5638.504255617037,761111040,805306368
104,5200,1000,50,20,20,1,0.08347191405296325,0.02131384015083313,0.0005,14.085237700026482,13.65276294038631,5577.754129210487,761111040,805306368
105,5250,1000,50,20,20,1,0.09370981466770172,0.02391309642791748,0.0005,14.071185099892318,13.656947080950651,5558.118114457466,761111040,805306368
106,5300,1000,50,20,20,1,0.0904930840730667,0.02309363332390785,0.0005,13.895293999928981,13.659387052832347,5474.7458359720185,761111040,805306368
107,5350,1000,50,20,20,1,0.08741585540771485,0.022320432662963866,0.0005,14.110792300198227,13.66379320093596,5545.541373977903,761111040,805306368
108,5400,1000,50,20,20,1,0.08520123147964477,0.021764018028974534,0.0005,14.306609800085425,13.66993143240904,5608.191041633487,761111040,805306368
109,5450,1000,50,20,20,1,0.08868401670455933,0.02265961340069771,0.0005,13.860602700151503,13.671705877066616,5419.495655759238,761111040,805306368
110,5500,1000,50,20,20,1,0.09021682035923004,0.023035095125436784,0.0005,12.465764800086617,13.66076418545351,4861.648272033781,761111040,805306368
111,5550,1000,50,20,20,1,0.0869106651544571,0.02221686798334122,0.0005,13.84871569974348,13.675393295495326,5387.1504072002135,761111040,805306368
112,5600,1000,50,20,20,1,0.08895964467525483,0.022723145484924316,0.0005,14.260572100058198,13.680954496430266,5533.101974822581,761111040,805306368
113,5650,1000,50,20,20,1,0.09278530728816986,0.02369712409377098,0.0005,14.24754050001502,13.686311721241315,5513.798173505813,761111040,805306368
114,5700,1000,50,20,20,1,0.09523450684547424,0.024326141446828844,0.0005,13.915776200126857,13.688352617545446,5371.489613248967,761111040,805306368
115,5750,1000,50,20,20,1,0.08810732054710388,0.022510370075702668,0.0005,14.26980509981513,13.693743022608206,5493.874963428825,761111040,805306368
116,5800,1000,50,20,20,1,0.09264450585842132,0.02366386404633522,0.0005,14.383232499938458,13.699870914654356,5523.161279976368,761111040,805306368
117,5850,1000,50,20,20,1,0.09141403794288636,0.02335292473435402,0.0005,14.143027499783784,13.703689229061716,5416.779532417189,761111040,805306368
118,5900,1000,50,20,20,1,0.09504510927200317,0.024257719486951827,0.0005,13.925081400200725,13.705747072032448,5319.381094876677,761111040,805306368
119,5950,1000,50,20,20,1,0.0881347736120224,0.022515754342079163,0.0005,13.886602899990976,13.707437647060498,5290.795704896562,761111040,805306368
120,6000,1000,50,20,20,1,0.0881080949306488,0.0225035237967968,0.0005,14.206233399920166,13.711783279998539,5398.368691969663,761111040,805306368
121,6050,1000,50,20,20,1,0.08133987510204316,0.02078834071755409,0.0005,14.121007299982011,13.724238896696281,5351.861766693182,761111040,805306368
122,6100,1000,50,20,20,1,0.08335171496868134,0.021302179515361785,0.0005,14.103043999988586,13.727389012295447,5330.950631995685,761111040,805306368
123,6150,1000,50,20,20,1,0.09523809909820556,0.02434174183011055,0.0005,13.924322300124913,13.729039315448514,5249.469507147092,761111040,805306368
124,6200,1000,50,20,20,1,0.09489274418354035,0.02423239666223526,0.0005,13.88739740010351,13.73035256370842,5221.6614224389195,761111040,805306368
125,6250,1000,50,20,20,1,0.09601692497730255,0.024546616464853288,0.0005,14.154044899623841,13.733781224802136,5307.76683735894,761111040,805306368
126,6300,1000,50,20,20,1,0.08744416737556457,0.02234484812617302,0.0005,13.822448899969459,13.734532491270718,5169.5958885885775,761111040,805306368
127,6350,1000,50,20,20,1,0.09152632594108581,0.023384010434150695,0.0005,13.633588699623942,13.733783885825602,5085.3285849597305,761111040,805306368
128,6400,1000,50,20,20,1,0.08929674410820007,0.022815654218196868,0.0005,13.620460700243711,13.732935526564688,5066.811380490661,761111040,805306368
129,6450,1000,50,20,20,1,0.07950774395465851,0.020327602595090866,0.0005,13.634592699818313,13.73221074961227,5058.433891632594,761111040,805306368
130,6500,1000,50,20,20,1,0.09504159963130951,0.024289208322763444,0.0005,14.211866700090468,13.735927666154188,5258.390679033473,761111040,805306368
131,6550,1000,50,20,20,1,0.09549477696418762,0.024414936274290085,0.0005,12.65322110010311,13.736008063360394,4669.038585938048,761111040,805306368
132,6600,1000,50,20,20,1,0.0802673271894455,0.020515466570854186,0.0005,13.88290539989248,13.737160866667347,5108.909187160432,761111040,805306368
133,6650,1000,50,20,20,1,0.09129139482975006,0.023327731162309646,0.0005,14.15177149977535,13.740303268421552,5193.7001404175535,761111040,805306368
134,6700,1000,50,20,20,1,0.09363836538791656,0.02393783885240555,0.0005,14.33466019993648,13.744788969404745,5246.485633176751,761111040,805306368
135,6750,1000,50,20,20,1,0.09572407341003418,0.024455039262771608,0.0005,13.865963899996132,13.745729531851355,5061.076823498588,761111040,805306368
136,6800,1000,50,20,20,1,0.0865906822681427,0.02212429463863373,0.0005,13.682868799660355,13.745298841913396,4980.564243076369,761111040,805306368
137,6850,1000,50,20,20,1,0.08010441946983338,0.020482141613960267,0.0005,14.3169996002689,13.749486920437402,5197.070854897611,761111040,805306368
138,6900,1000,50,20,20,1,0.0910357050895691,0.02327515435218811,0.0005,14.354718000162393,13.753895212319152,5196.407916058786,761111040,805306368
139,6950,1000,50,20,20,1,0.09140152764320374,0.023353073716163634,0.0005,13.990287799853832,13.755631466188447,5050.493895747233,761111040,805306368
140,7000,1000,50,20,20,1,0.08308374643325805,0.02124298134446144,0.0005,13.951345699839294,13.757069842856643,5022.484451942146,761111040,805306368
141,7050,1000,50,20,20,1,0.09120012140274047,0.02331477665901184,0.0005,14.212943100370467,13.768281360285634,5102.446573032998,761111040,805306368
142,7100,1000,50,20,20,1,0.08780522227287292,0.022454137951135635,0.0005,14.276051199994981,13.771993929579278,5110.826329598203,761111040,805306368
143,7150,1000,50,20,20,1,0.09415014386177063,0.024071392089128493,0.0005,14.213231899775565,13.775214568532716,5074.123788219877,761111040,805306368
144,7200,1000,50,20,20,1,0.09112277519702912,0.023291414052248,0.0005,14.190051699988544,13.778229762499299,5051.658405195922,761111040,805306368
145,7250,1000,50,20,20,1,0.08331061124801636,0.02129817792773247,0.0005,13.878664399962872,13.778948037242838,4926.92586198682,761111040,805306368
146,7300,1000,50,20,20,1,0.08490490841865539,0.02170299169421196,0.0005,14.394839100074023,13.783294471918465,5095.773041426204,761111040,805306368
147,7350,1000,50,20,20,1,0.0838508380651474,0.0214437230527401,0.0005,14.11240809969604,13.785675461223462,4981.680059192702,761111040,805306368
148,7400,1000,50,20,20,1,0.08372176921367645,0.0214136957526207,0.0005,13.851103999651968,13.786251278380183,4875.588607877493,761111040,805306368
149,7450,1000,50,20,20,1,0.09222411704063416,0.02358023601770401,0.0005,13.91640939982608,13.787263294631902,4884.659699338954,761111040,805306368
150,7500,1000,50,20,20,1,0.08032177460193635,0.020543617129325866,0.0005,14.286535900086164,13.790726286666468,5000.287565030158,761111040,805306368
151,7550,1000,50,20,20,1,0.07800934791564941,0.019950625270605087,0.0005,14.230641900096089,13.801755888079176,4966.494023133535,761111040,805306368
152,7600,1000,50,20,20,1,0.07802626025676727,0.019964082419872284,0.0005,12.961545000318438,13.79625032828986,4510.617660110816,761111040,805306368
153,7650,1000,50,20,20,1,0.0946743642091751,0.02420151698589325,0.0005,13.579312600195408,13.794847065360694,4712.0214722678065,761111040,805306368
154,7700,1000,50,20,20,1,0.09132825565338135,0.023373334884643555,0.0005,13.919908099807799,13.795686446103062,4816.288202533498,761111040,805306368
155,7750,1000,50,20,20,1,0.0976849707365036,0.024983204543590546,0.0005,14.303447399754077,13.799000708386302,4934.689352915157,761111040,805306368
156,7800,1000,50,20,20,1,0.09316337370872498,0.02382014322280884,0.0005,13.73020019987598,13.798599621152672,4723.188868757337,761111040,805306368
157,7850,1000,50,20,20,1,0.09114617216587066,0.02330769896507263,0.0005,13.911950800102204,13.79933650191031,4771.799124435056,761111040,805306368
158,7900,1000,50,20,20,1,0.08941144621372223,0.022868420213460923,0.0005,13.91210210043937,13.800077956328995,4757.938918350264,761111040,805306368
159,7950,1000,50,20,20,1,0.09234800672531128,0.023615700006484986,0.0005,14.163269499782473,13.802389916981447,4829.674899425823,761111040,805306368
160,8000,1000,50,20,20,1,0.08790233480930329,0.022476742684841157,0.0005,14.009792800061405,13.803713113124832,4763.329552020878,761111040,805306368
161,8050,1000,50,20,20,1,0.09072325432300568,0.02320544081926346,0.0005,13.437238399870694,13.80745017204885,4555.223817556165,761111040,805306368
162,8100,1000,50,20,20,1,0.07801922380924226,0.01996958112716675,0.0005,14.15419050026685,13.809623622838522,4784.116389090195,761111040,805306368
163,8150,1000,50,20,20,1,0.08164126551151275,0.02089199137687683,0.0005,14.538892600219697,13.814129445399015,4899.606806274038,761111040,805306368
164,8200,1000,50,20,20,1,0.08303731679916382,0.021238974899053572,0.0005,14.112793100066483,13.815982154269543,4741.898481622338,761111040,805306368
165,8250,1000,50,20,20,1,0.09193988251686096,0.02351228514313698,0.0005,14.17359929997474,13.818193955758982,4748.155765491538,761111040,805306368
166,8300,1000,50,20,20,1,0.0920126793384552,0.023527095049619674,0.0005,13.790881699882448,13.818065395180405,4606.1544877607375,761111040,805306368
167,8350,1000,50,20,20,1,0.08307852399349212,0.021257822334766387,0.0005,14.131356599740684,13.819956316169307,4705.741747713648,761111040,805306368
168,8400,1000,50,20,20,1,0.08997055912017822,0.023007208168506623,0.0005,14.170656700152904,13.82207742499997,4704.658024450764,761111040,805306368
169,8450,1000,50,20,20,1,0.09123909962177276,0.023338511049747466,0.0005,14.497419000137597,13.826094482248351,4798.645689045545,761111040,805306368
170,8500,1000,50,20,20,1,0.08172965478897094,0.020909498751163484,0.0005,13.905088099651039,13.826582482941996,4588.679072884843,761111040,805306368
171,8550,1000,50,20,20,1,0.08078584134578705,0.020675087094306946,0.0005,14.232837500050664,13.835422247953234,4682.603537516668,761111040,805306368
172,8600,1000,50,20,20,1,0.08426564407348633,0.021577263325452803,0.0005,14.209008700214326,13.83762466104777,4660.554853670299,761111040,805306368
173,8650,1000,50,20,20,1,0.08850598132610321,0.022654471784830092,0.0005,13.820905299857259,13.837558664739499,4519.436033053324,761111040,805306368
174,8700,1000,50,20,20,1,0.08589885306358337,0.021978562623262407,0.0005,12.587669800035655,13.830391320116261,4103.580354811624,761111040,805306368
175,8750,1000,50,20,20,1,0.07587197864055634,0.019414102673530578,0.0005,14.059298399835825,13.831731112000666,4569.271979946643,761111040,805306368
176,8800,1000,50,20,20,1,0.07598742020130157,0.01946674510836601,0.0005,14.26057320041582,13.834195505113298,4620.425716934726,761111040,805306368
177,8850,1000,50,20,20,1,0.07825866031646729,0.020034888684749605,0.0005,14.052362100221217,13.83545385254284,4538.912958371453,761111040,805306368
178,8900,1000,50,20,20,1,0.07999196124076843,0.020488507091999054,0.0005,13.876486700028181,13.835712514045973,4468.228717409074,761111040,805306368
179,8950,1000,50,20,20,1,0.08674182319641113,0.022199824780225755,0.0005,14.185526499990374,13.837862192179655,4553.55400649691,761111040,805306368
180,9000,1000,50,20,20,1,0.08340567314624786,0.0213456292450428,0.0005,14.185436899773777,13.839816094445997,4539.3398079276085,761111040,805306368
181,9050,1000,50,20,20,1,0.09174955904483795,0.02348689368367195,0.0005,13.932731099892408,13.846974520995513,4444.541220865678,761111040,805306368
182,9100,1000,50,20,20,1,0.07685000705718995,0.01967591229081154,0.0005,13.95628280006349,13.847605620879312,4438.09793042019,761111040,805306368
183,9150,1000,50,20,20,1,0.08484935426712036,0.021715322881937026,0.0005,13.978647300042212,13.848340670491666,4431.231194113381,761111040,805306368
184,9200,1000,50,20,20,1,0.09279658615589143,0.023745157539844512,0.0005,14.489051799755543,13.85184833532675,4578.540368722752,761111040,805306368
185,9250,1000,50,20,20,1,0.08250594460964203,0.02111838111281395,0.0005,14.427018499933183,13.854999883243865,4544.510827478953,761111040,805306368
186,9300,1000,50,20,20,1,0.08022919499874115,0.020542153805494307,0.0005,13.98902970040217,13.855736687095956,4392.5553259262815,761111040,805306368
187,9350,1000,50,20,20,1,0.07767936688661575,0.01990286499261856,0.0005,13.864328800234944,13.855801116042636,4339.534914473537,761111040,805306368
188,9400,1000,50,20,20,1,0.09639037871360778,0.024665579706430435,0.0005,13.955294500105083,13.856371020744653,4354.051884032786,761111040,805306368
189,9450,1000,50,20,20,1,0.09239882647991181,0.02365825152397156,0.0005,14.416268699802458,13.85936480211636,4483.4595656385645,761111040,805306368
190,9500,1000,50,20,20,1,0.08994483304023743,0.02301340362429619,0.0005,13.928094500210136,13.859759222632764,4317.709295065142,761111040,805306368
191,9550,1000,50,20,20,1,0.0884575937986374,0.022629688650369646,0.0005,13.633560200221837,13.86381834921432,4212.7701018685475,761111040,805306368
192,9600,1000,50,20,20,1,0.08812930142879485,0.02254423227906227,0.0005,14.07175359968096,13.86492295468876,4334.100108701736,761111040,805306368
193,9650,1000,50,20,20,1,0.08660507190227508,0.02216373509168625,0.0005,14.48530500009656,13.868156321243012,4446.988635029644,761111040,805306368
