epoch,optimizer_updates,processed_trajectories,optimizer_batches,micro_batch_size,effective_batch_size,accumulation_steps,step_relative_l2_sum_mean_per_trajectory,full_spacetime_relative_l2_mean_per_trajectory,learning_rate,epoch_seconds,mean_epoch_seconds_this_process,estimated_remaining_seconds,cuda_peak_allocated_bytes,cuda_peak_reserved_bytes
194,9700,1000,50,20,20,1,0.07557548940181733,0.019356974571943283,0.0005,14.080810099840164,13.869357475773286,4308.72789055109,761111040,805306368
195,9750,1000,50,20,20,1,0.08895194911956787,0.022760993212461472,0.0005,12.37096400000155,13.86169194512738,3773.1440200004727,761111040,805306368
196,9800,1000,50,20,20,1,0.09001984488964081,0.02302717050909996,0.0005,13.783091300167143,13.861479512244767,4190.059755250812,761111040,805306368
197,9850,1000,50,20,20,1,0.09175954914093018,0.023475894540548325,0.0005,14.22833690000698,13.863368330965395,4311.186080702115,761111040,805306368
198,9900,1000,50,20,20,1,0.07656441199779511,0.019623092263936995,0.0005,14.144063499756157,13.864894401514903,4271.5071769263595,761111040,805306368
199,9950,1000,50,20,20,1,0.0812484004497528,0.020811122596263887,0.0005,13.730720600113273,13.864406109548844,4132.946900634095,761111040,805306368
200,10000,1000,50,20,20,1,0.08848503601551055,0.0226485296189785,0.00025,13.765346700325608,13.864099073500839,4129.6040100976825,761111040,805306368
201,10050,1000,50,20,20,1,0.06739450049400329,0.017240920931100846,0.00025,14.196186199784279,13.870841882587758,4244.659673735499,761111040,805306368
202,10100,1000,50,20,20,1,0.06865426766872405,0.01757555001974106,0.00025,13.997607599943876,13.871576040593613,4171.287064783275,761111040,805306368
203,10150,1000,50,20,20,1,0.0688235291838646,0.017625302970409394,0.00025,14.041430699639022,13.872514324629762,4170.30491779279,761111040,805306368
204,10200,1000,50,20,20,1,0.06800885796546936,0.017409223824739455,0.00025,13.909255099948496,13.872708350981531,4117.139509584755,761111040,805306368
205,10250,1000,50,20,20,1,0.07378879940509796,0.018881738632917405,0.00025,13.92848140001297,13.872997712196282,4108.902013003826,761111040,805306368
206,10300,1000,50,20,20,1,0.06933988624811173,0.01776342299580574,0.00025,14.213408099953085,13.874756452912303,4178.741981386207,761111040,805306368
207,10350,1000,50,20,20,1,0.06600177782773972,0.01689056771993637,0.00025,13.960858599748462,13.875194899517377,4090.5315697262995,761111040,805306368
208,10400,1000,50,20,20,1,0.06790341114997864,0.017380289793014526,0.00025,13.729774700012058,13.874517006730176,4009.094212403521,761111040,805306368
209,10450,1000,50,20,20,1,0.06509506797790528,0.016661638766527175,0.00025,14.081811499781907,13.875529834450306,4097.807146436535,761111040,805306368
210,10500,1000,50,20,20,1,0.06901373732089996,0.017677841991186143,0.00025,14.38400309998542,13.87797291762018,4171.360898995772,761111040,805306368
211,10550,1000,50,20,20,1,0.06437727200984955,0.016481003984808923,0.00025,13.989294199738652,13.884803173933355,4042.9060237244703,761111040,805306368
212,10600,1000,50,20,20,1,0.06976161992549897,0.01785480137169361,0.00025,13.592610099818558,13.883445238679172,3914.6717087477446,761111040,805306368
213,10650,1000,50,20,20,1,0.067480215549469,0.017288587749004363,0.00025,13.846503300126642,13.883299968076406,3973.9464471363463,761111040,805306368
214,10700,1000,50,20,20,1,0.06883240962028503,0.01763076949119568,0.00025,14.24423830024898,13.884995597662735,4073.8521538712084,761111040,805306368
215,10750,1000,50,20,20,1,0.07051533770561218,0.01805369421839714,0.00025,14.137461899779737,13.88619366976714,4029.176641437225,761111040,805306368
216,10800,1000,50,20,20,1,0.0649758219718933,0.016635420083999635,0.00025,13.909363700076938,13.886325274999425,3950.2592908218503,761111040,805306368
217,10850,1000,50,20,20,1,0.06545765924453735,0.01674576124548912,0.00025,13.327723099850118,13.883773251612615,3771.7456372575834,761111040,805306368
218,10900,1000,50,20,20,1,0.0669307547211647,0.0171348684579134,0.00025,14.104223699774593,13.884812739908423,3977.3910833364353,761111040,805306368
219,10950,1000,50,20,20,1,0.06469636750221253,0.016565248191356657,0.00025,14.399939599912614,13.887178793606948,4046.3830275754444,761111040,805306368
220,11000,1000,50,20,20,1,0.06864545357227325,0.01758685126900673,0.00025,14.286801700014621,13.889013813182034,4000.304476004094,761111040,805306368
221,11050,1000,50,20,20,1,0.06513728004693985,0.01668134081363678,0.00025,13.956737600266933,13.89446292443378,3893.9297904744744,761111040,805306368
222,11100,1000,50,20,20,1,0.07456645226478577,0.019093837171792985,0.00025,14.444354200270027,13.897033861712426,4015.5304676750675,761111040,805306368
223,11150,1000,50,20,20,1,0.0673646868467331,0.017246604844927786,0.00025,14.312576899770647,13.898989799102527,3964.5838012364693,761111040,805306368
224,11200,1000,50,20,20,1,0.07072228825092315,0.018107857406139374,0.00025,14.310942700132728,13.900926793750841,3949.820185236633,761111040,805306368
225,11250,1000,50,20,20,1,0.065935213804245,0.016887478500604628,0.00025,14.100949799641967,13.901826821778798,3877.761194901541,761111040,805306368
226,11300,1000,50,20,20,1,0.07192988634109497,0.018419952899217606,0.00025,13.830313399899751,13.901524914158673,3789.5058715725318,761111040,805306368
227,11350,1000,50,20,20,1,0.06993346762657165,0.017909094333648682,0.00025,14.077382000163198,13.902470420264446,3843.125286044553,761111040,805306368
228,11400,1000,50,20,20,1,0.06698507463932038,0.017153114944696426,0.00025,14.042368500027806,13.903248449999904,3819.524232007563,761111040,805306368
229,11450,1000,50,20,20,1,0.07061740553379059,0.01808740809559822,0.00025,14.141828800085932,13.90445618820885,3832.4356048232876,761111040,805306368
230,11500,1000,50,20,20,1,0.06660663557052612,0.01705926865339279,0.00025,13.755550399888307,13.903820350869438,3713.998607969843,761111040,805306368
231,11550,1000,50,20,20,1,0.06748490595817566,0.017281898051500322,0.00025,13.978772799950093,13.909310066667326,3760.289883186575,761111040,805306368
232,11600,1000,50,20,20,1,0.0645145702958107,0.016526444375514985,0.00025,14.252037900034338,13.910874943104412,3819.5461572092026,761111040,805306368
233,11650,1000,50,20,20,1,0.0685964897274971,0.017580858796834947,0.00025,14.079636399634182,13.911614633047385,3759.2629187023267,761111040,805306368
234,11700,1000,50,20,20,1,0.06716054725646972,0.01720692491531372,0.00025,13.782752600032836,13.91107385000015,3666.2121916087344,761111040,805306368
235,11750,1000,50,20,20,1,0.06592904984951019,0.01689224675297737,0.00025,14.254181300289929,13.912617381277713,3777.358044576831,761111040,805306368
236,11800,1000,50,20,20,1,0.06585262453556061,0.01686953675746918,0.00025,14.061142699792981,13.913266290253485,3712.141672745347,761111040,805306368
237,11850,1000,50,20,20,1,0.06860382425785065,0.017564160078763963,0.00025,13.879412199836224,13.913211315612894,3650.285408556927,761111040,805306368
238,11900,1000,50,20,20,1,0.07258517146110535,0.018588842421770096,0.00025,13.397099799942225,13.911126729832697,3510.040147584863,761111040,805306368
239,11950,1000,50,20,20,1,0.06745525574684143,0.017278687119483948,0.00025,13.987590300384909,13.91153428117086,3650.761068400461,761111040,805306368
240,12000,1000,50,20,20,1,0.06900027871131897,0.01766876232624054,0.00025,14.191248000133783,13.912783725416132,3689.7244800347835,761111040,805306368
241,12050,1000,50,20,20,1,0.06578090798854828,0.01684672349691391,0.00025,13.791587100364268,13.918066178007956,3572.0210589943454,761111040,805306368
242,12100,1000,50,20,20,1,0.06608130347728729,0.016922309637069703,0.00025,13.869566400069743,13.917952809090272,3578.348131217994,761111040,805306368
243,12150,1000,50,20,20,1,0.06395552229881286,0.01637601885199547,0.00025,14.105805800296366,13.918810354321506,3625.192090676166,761111040,805306368
244,12200,1000,50,20,20,1,0.06961645078659058,0.01782558736205101,0.00025,14.36488680029288,13.920721879507584,3677.411020874977,761111040,805306368
245,12250,1000,50,20,20,1,0.06862131440639496,0.017574119091033936,0.00025,14.079517499543726,13.921379608980248,3590.2769623836502,761111040,805306368
246,12300,1000,50,20,20,1,0.06788083803653717,0.01739019098877907,0.00025,14.059681999962777,13.922024044308554,3571.1592279905453,761111040,805306368
247,12350,1000,50,20,20,1,0.06996400135755539,0.017917054146528243,0.00025,13.74401540029794,13.921325218624355,3477.2358962753788,761111040,805306368
248,12400,1000,50,20,20,1,0.06313896870613098,0.016180684119462968,0.00025,14.19736329978332,13.92245781532256,3577.7355515453964,761111040,805306368
249,12450,1000,50,20,20,1,0.06550711631774903,0.016789809584617614,0.00025,14.225616300012916,13.923691373494226,3570.629691303242,761111040,805306368
250,12500,1000,50,20,20,1,0.06518813753128051,0.016703910008072854,0.00025,13.888544499874115,13.923569492399693,3472.1361249685287,761111040,805306368
251,12550,1000,50,20,20,1,0.06326187956333161,0.016212454676628112,0.00025,14.0103356000036,13.930013430278851,3488.5735644008964,761111040,805306368
252,12600,1000,50,20,20,1,0.06320320391654968,0.0161960052549839,0.00025,14.118086600210518,13.930778594445512,3501.2854768522084,761111040,805306368
253,12650,1000,50,20,20,1,0.06587823182344436,0.01688586175441742,0.00025,14.452478700317442,13.932862746245835,3569.7622389784083,761111040,805306368
254,12700,1000,50,20,20,1,0.06174139380455017,0.015821054220199585,0.00025,13.888596800155938,13.93270068779573,3416.5948128383607,761111040,805306368
255,12750,1000,50,20,20,1,0.06791087472438813,0.01739271618425846,0.00025,13.854778700042516,13.932413374510247,3394.4207815104164,761111040,805306368
256,12800,1000,50,20,20,1,0.06621972644329072,0.016973371282219887,0.00025,14.123459399677813,13.933176507422104,3446.1240935213864,761111040,805306368
257,12850,1000,50,20,20,1,0.06533974969387055,0.016747149765491486,0.00025,14.156487200409174,13.93416289533108,3440.0263896994293,761111040,805306368
258,12900,1000,50,20,20,1,0.06820992231369019,0.017468375742435455,0.00025,13.872456399723887,13.933941994573516,3357.1344487331808,761111040,805306368
259,12950,1000,50,20,20,1,0.0681096887588501,0.017456641972064972,0.00025,13.716642700135708,13.933124972973019,3305.7108907327056,761111040,805306368
260,13000,1000,50,20,20,1,0.06342673349380493,0.016253811597824096,0.00025,14.142218300141394,13.933947336539411,3394.1323920339346,761111040,805306368
261,13050,1000,50,20,20,1,0.0689983685016632,0.017671014130115507,0.00025,14.112273899838328,13.939402532951114,3372.8334620613605,761111040,805306368
262,13100,1000,50,20,20,1,0.061896507918834685,0.01586099302768707,0.00025,14.08195099979639,13.939957034351119,3351.504337951541,761111040,805306368
263,13150,1000,50,20,20,1,0.06494965434074401,0.016651600778102876,0.00025,13.820315999910235,13.939577888212249,3275.414891978726,761111040,805306368
264,13200,1000,50,20,20,1,0.06380755317211151,0.01635048246383667,0.00025,13.834496699739248,13.939255194697939,3264.9412211384624,761111040,805306368
265,13250,1000,50,20,20,1,0.0694744849205017,0.017800532013177873,0.00025,14.131060699932277,13.940052935472286,3320.799264484085,761111040,805306368
266,13300,1000,50,20,20,1,0.06607098603248596,0.016927700757980346,0.00025,14.120969799812883,13.940804365789518,3304.3069331562147,761111040,805306368
267,13350,1000,50,20,20,1,0.06215606540441513,0.01593882292509079,0.00025,14.04570099990815,13.941267887266415,3272.648332978599,761111040,805306368
268,13400,1000,50,20,20,1,0.06851311826705933,0.01755139838159084,0.00025,13.90015699993819,13.94119030111921,3224.83642398566,761111040,805306368
269,13450,1000,50,20,20,1,0.06716774636507035,0.0172168208360672,0.00025,13.943821799941361,13.94120934609753,3221.0228357864544,761111040,805306368
270,13500,1000,50,20,20,1,0.06685596930980682,0.017135873287916183,0.00025,14.006323500070721,13.941458508518904,3221.454405016266,761111040,805306368
271,13550,1000,50,20,20,1,0.06733388471603394,0.017262913286685944,0.00025,14.223829099908471,13.947425694096614,3257.25686387904,761111040,805306368
272,13600,1000,50,20,20,1,0.06581697654724121,0.016874189376831054,0.00025,14.0399722000584,13.947776017647223,3201.1136616133153,761111040,805306368
273,13650,1000,50,20,20,1,0.0670489717721939,0.017178656578063965,0.00025,14.079876800067723,13.948269650549884,3196.132033615373,761111040,805306368
274,13700,1000,50,20,20,1,0.0641867510676384,0.016450322926044463,0.00025,14.19007660029456,13.94916310802911,3206.9573116665706,761111040,805306368
275,13750,1000,50,20,20,1,0.06533670878410339,0.01674301692843437,0.00025,14.029744899831712,13.949530860727483,3156.6926024621353,761111040,805306368
276,13800,1000,50,20,20,1,0.06883923470973968,0.017635574400424958,0.00025,13.7839724002406,13.94895876231907,3087.6098176538944,761111040,805306368
277,13850,1000,50,20,20,1,0.06806353211402894,0.017446627587080002,0.00025,14.4745859997347,13.950874455957354,3227.832677940838,761111040,805306368
278,13900,1000,50,20,20,1,0.06332606196403504,0.01623866605758667,0.00025,14.319538199808449,13.952223680935225,3178.9374803574756,761111040,805306368
279,13950,1000,50,20,20,1,0.06469901591539383,0.016591390192508697,0.00025,14.070666899904609,13.952662605735537,3109.6173848789185,761111040,805306368
280,14000,1000,50,20,20,1,0.06362572193145752,0.016307669937610625,0.00025,13.956655700225383,13.95269571035668,3070.4642540495843,761111040,805306368
281,14050,1000,50,20,20,1,0.06654165780544281,0.017045645862817763,0.00025,13.939896800089628,13.95696352740246,3052.8373992196284,761111040,805306368
282,14100,1000,50,20,20,1,0.06353075879812241,0.016285418644547463,0.00025,14.531118200160563,13.959011259929653,3167.7837676350027,761111040,805306368
283,14150,1000,50,20,20,1,0.06481041729450226,0.01661520051956177,0.00025,14.14358950033784,13.959679129329434,3069.158921573311,761111040,805306368
284,14200,1000,50,20,20,1,0.06391937583684922,0.01638513559103012,0.00025,13.873255100101233,13.959391524647954,2996.623101621866,761111040,805306368
285,14250,1000,50,20,20,1,0.06353665935993194,0.016303563505411147,0.00025,13.84131469996646,13.958992802104994,2975.882660492789,761111040,805306368
286,14300,1000,50,20,20,1,0.06412318760156631,0.016443128794431685,0.00025,14.286068700253963,13.960152916782828,3057.218701854348,761111040,805306368
287,14350,1000,50,20,20,1,0.06892052042484284,0.017667000591754915,0.00025,14.354443000163883,13.96154275121985,3057.496359034907,761111040,805306368
288,14400,1000,50,20,20,1,0.06668632638454437,0.017094429910182955,0.00025,14.04823930002749,13.961859554860792,2978.226731605828,761111040,805306368
289,14450,1000,50,20,20,1,0.06311286455392838,0.016173331797122957,0.00025,13.79526949999854,13.961290742907106,2910.801864499692,761111040,805306368
290,14500,1000,50,20,20,1,0.06504737281799317,0.016672916412353515,0.00025,14.08430609991774,13.961726192759093,2957.7042809827253,761111040,805306368
291,14550,1000,50,20,20,1,0.06541306430101394,0.01677340295910835,0.00025,14.025425900239497,13.966048101030443,2931.314013150055,761111040,805306368
292,14600,1000,50,20,20,1,0.06108690655231476,0.015661489456892014,0.00025,14.0389409000054,13.966314913355745,2920.0997072011232,761111040,805306368
293,14650,1000,50,20,20,1,0.06260041654109955,0.016049927040934563,0.00025,14.073086500167847,13.966696359385631,2913.1289055347443,761111040,805306368
294,14700,1000,50,20,20,1,0.061618903875350954,0.01580006955564022,0.00025,13.952424600254744,13.966664952721738,2874.1994676524773,761111040,805306368
295,14750,1000,50,20,20,1,0.06434213328361511,0.01648787820339203,0.00025,14.259930400177836,13.967679785084673,2923.2857320364565,761111040,805306368
296,14800,1000,50,20,20,1,0.06384174835681915,0.01637879654765129,0.00025,13.906875799875706,13.967489470946413,2837.002663174644,761111040,805306368
297,14850,1000,50,20,20,1,0.06747559088468552,0.017297498986124992,0.00025,14.005232600029558,13.967632582491133,2843.0622178060003,761111040,805306368
298,14900,1000,50,20,20,1,0.06385132324695587,0.016373389005661012,0.00025,13.686457000207156,13.966706131878714,2764.6643140418455,761111040,805306368
299,14950,1000,50,20,20,1,0.06530535173416138,0.016742197483778,0.00025,13.884009100031108,13.966444466221006,2790.6858291062526,761111040,805306368
300,15000,1000,50,20,20,1,0.06453591501712799,0.016538185447454452,0.000125,13.799885000102222,13.96590534433412,2759.9770000204444,761111040,805306368
301,15050,1000,50,20,20,1,0.05965333503484726,0.015298273295164108,0.000125,13.59836299996823,13.967899840532422,2706.074236993678,761111040,805306368
302,15100,1000,50,20,20,1,0.05710555386543274,0.014636043459177017,0.000125,14.10058439988643,13.968356393709383,2791.915711177513,761111040,805306368
303,15150,1000,50,20,20,1,0.057580500304698946,0.014760252222418785,0.000125,14.266483599785715,13.969356210891576,2810.497269157786,761111040,805306368
304,15200,1000,50,20,20,1,0.059100685000419616,0.01514834912121296,0.000125,14.463133400306106,13.970990561841877,2834.7741464599967,761111040,805306368
305,15250,1000,50,20,20,1,0.05829512256383896,0.014945338517427444,0.000125,13.943054900038987,13.97091405868805,2718.8957055076025,761111040,805306368
306,15300,1000,50,20,20,1,0.05869633364677429,0.015041466265916825,0.000125,13.95572410011664,13.970878268627061,2707.410475422628,761111040,805306368
307,15350,1000,50,20,20,1,0.0590543047785759,0.01513891763985157,0.000125,14.39799049962312,13.972289641694157,2778.812166427262,761111040,805306368
308,15400,1000,50,20,20,1,0.05859358125925064,0.015018358573317528,0.000125,14.207804100122303,13.973072911039685,2727.898387223482,761111040,805306368
309,15450,1000,50,20,20,1,0.059096739947795865,0.015143737465143204,0.000125,13.89282609988004,13.972830930744331,2653.5297850770876,761111040,805306368
310,15500,1000,50,20,20,1,0.05655513316392899,0.014492638260126114,0.000125,13.844115199986845,13.97243263258058,2630.3818879975006,761111040,805306368
311,15550,1000,50,20,20,1,0.05809505957365036,0.014894787088036538,0.000125,14.168533999938518,13.976668520257105,2677.85292598838,761111040,805306368
312,15600,1000,50,20,20,1,0.05654246205091477,0.014499410465359687,0.000125,14.358392700087279,13.97801007980851,2699.3778276164085,761111040,805306368
313,15650,1000,50,20,20,1,0.05818329644203186,0.014921889573335647,0.000125,14.047628600150347,13.978348851757357,2626.906548228115,761111040,805306368
314,15700,1000,50,20,20,1,0.05567496424913406,0.014263564079999924,0.000125,13.906114799901843,13.978191976434,2586.537352781743,761111040,805306368
315,15750,1000,50,20,20,1,0.05665209209918976,0.014514152258634568,0.000125,13.992620900273323,13.978245366666288,2588.6348665505648,761111040,805306368
316,15800,1000,50,20,20,1,0.057025293409824374,0.014626672476530074,0.000125,14.340045700315386,13.979505339557823,2638.568408858031,761111040,805306368
317,15850,1000,50,20,20,1,0.05805307054519653,0.014886513322591782,0.000125,14.313513900153339,13.980672696214581,2619.373043728061,761111040,805306368
318,15900,1000,50,20,20,1,0.0580754873752594,0.014882697135210038,0.000125,13.970259599853307,13.980755755032044,2542.587247173302,761111040,805306368
319,15950,1000,50,20,20,1,0.058230347156524656,0.01492056655883789,0.000125,13.938539499882609,13.980630855486206,2522.875649478752,761111040,805306368
320,16000,1000,50,20,20,1,0.05776866048574448,0.014807637318968773,0.000125,14.176193300168961,13.981255077500828,2551.714794030413,761111040,805306368
321,16050,1000,50,20,20,1,0.057238205194473264,0.014683426350355149,0.000125,14.089080600067973,13.985114985981207,2521.945427412167,761111040,805306368
322,16100,1000,50,20,20,1,0.05726571762561798,0.014683412477374078,0.000125,13.371059200260788,13.983282429192169,2380.0485376464203,761111040,805306368
323,16150,1000,50,20,20,1,0.05899317330121994,0.015127683445811271,0.000125,13.890410699881613,13.98302985356123,2458.6026938790455,761111040,805306368
324,16200,1000,50,20,20,1,0.057323604226112365,0.014697791457176208,0.000125,14.13585070008412,13.983564943519283,2487.909723214805,761111040,805306368
325,16250,1000,50,20,20,1,0.059463870346546176,0.015251369312405587,0.000125,14.29907019995153,13.98460482707677,2502.3372849915177,761111040,805306368
326,16300,1000,50,20,20,1,0.05788800323009491,0.014839624375104905,0.000125,14.252109700348228,13.985441410736941,2479.8670878605917,761111040,805306368
327,16350,1000,50,20,20,1,0.05768668115139008,0.01478346997499466,0.000125,13.822814699728042,13.9849599259934,2391.3469430529512,761111040,805306368
328,16400,1000,50,20,20,1,0.060541821002960204,0.01551152566075325,0.000125,13.711454799864441,13.984141731401905,2358.370225576684,761111040,805306368
329,16450,1000,50,20,20,1,0.057479247212409976,0.014730118125677108,0.000125,13.850486500188708,13.983754262309748,2368.433191532269,761111040,805306368
330,16500,1000,50,20,20,1,0.05761184972524643,0.014774520799517632,0.000125,14.084962999913841,13.984076476969163,2394.443709985353,761111040,805306368
331,16550,1000,50,20,20,1,0.05606175231933594,0.01437021005153656,0.000125,13.980843800120056,13.987564297280418,2362.7626022202894,761111040,805306368
332,16600,1000,50,20,20,1,0.057648356318473815,0.01477195817232132,0.000125,14.221082200296223,13.988283825602034,2389.1418096497655,761111040,805306368
333,16650,1000,50,20,20,1,0.05668134891986847,0.014530083924531936,0.000125,14.045989099889994,13.988471099699906,2345.680179681629,761111040,805306368
334,16700,1000,50,20,20,1,0.058005187571048736,0.014872949361801148,0.000125,14.00485819997266,13.988534155987693,2324.8064611954615,761111040,805306368
335,16750,1000,50,20,20,1,0.05714155459403992,0.014644634068012238,0.000125,14.361143799964339,13.98965691462743,2369.588726994116,761111040,805306368
336,16800,1000,50,20,20,1,0.05732023960351944,0.014699034437537194,0.000125,13.957632799632847,13.989576065178317,2289.051779139787,761111040,805306368
337,16850,1000,50,20,20,1,0.056755246937274934,0.014551531061530114,0.000125,14.367358699906617,13.990718425222527,2341.8794680847786,761111040,805306368
338,16900,1000,50,20,20,1,0.05865880113840103,0.015041736543178558,0.000125,14.040232700295746,13.990881164497614,2274.517697447911,761111040,805306368
339,16950,1000,50,20,20,1,0.05880993854999542,0.015080493882298469,0.000125,13.749355399981141,13.990181774336428,2213.6462193969637,761111040,805306368
340,17000,1000,50,20,20,1,0.05712062644958496,0.014649933740496635,0.000125,13.916288300417364,13.989972841764308,2226.606128066778,761111040,805306368
341,17050,1000,50,20,20,1,0.05727210921049118,0.014688756436109543,0.000125,14.138748999685049,13.993423278592363,2248.061090949923,761111040,805306368
342,17100,1000,50,20,20,1,0.05714610314369201,0.014656124919652938,0.000125,14.107794800307602,13.993769617837021,2229.031578448601,761111040,805306368
343,17150,1000,50,20,20,1,0.05603428882360458,0.014366074547171592,0.000125,14.082289299927652,13.994091669096186,2210.9194200886413,761111040,805306368
344,17200,1000,50,20,20,1,0.05995498329401016,0.015366703525185585,0.000125,14.088438699953258,13.994425961918328,2197.7964371927083,761111040,805306368
345,17250,1000,50,20,20,1,0.060609060168266296,0.015545897647738456,0.000125,14.073629300110042,13.99471502898504,2181.4125415170565,761111040,805306368
346,17300,1000,50,20,20,1,0.059862773537635805,0.015346348136663437,0.000125,14.196303999982774,13.995309057225597,2186.2308159973472,761111040,805306368
347,17350,1000,50,20,20,1,0.05728850591182709,0.014688267588615418,0.000125,13.918293799739331,13.995195806051957,2129.4989513601176,761111040,805306368
348,17400,1000,50,20,20,1,0.05692975389957428,0.014594433203339576,0.000125,13.787188699934632,13.994708194252874,2095.652682390064,761111040,805306368
349,17450,1000,50,20,20,1,0.05934151816368103,0.015223871126770974,0.000125,13.932402099948376,13.994637122349733,2103.792717092205,761111040,805306368
350,17500,1000,50,20,20,1,0.05699183487892151,0.014615713179111482,0.000125,14.24327449966222,13.995454346856901,2136.491174949333,761111040,805306368
351,17550,1000,50,20,20,1,0.054302424252033236,0.013922461569309234,0.000125,13.907220999710262,14.001213568660758,2072.175928956829,761111040,805306368
352,17600,1000,50,20,20,1,0.058168903231620786,0.014910772144794464,0.000125,14.068211500067264,14.001413111080183,2082.095302009955,761111040,805306368
353,17650,1000,50,20,20,1,0.05678108942508697,0.014559248179197312,0.000125,14.029776599723846,14.001552356657685,2062.3771601594053,761111040,805306368
354,17700,1000,50,20,20,1,0.056023306787014004,0.01436744099855423,0.000125,14.214614400174469,14.00221425169516,2075.3337024254724,761111040,805306368
355,17750,1000,50,20,20,1,0.055008092999458316,0.014106582865118981,0.000125,14.174717999994755,14.002759134084721,2055.3341099992394,761111040,805306368
356,17800,1000,50,20,20,1,0.05686668288707733,0.014575301453471183,0.000125,14.155950599815696,14.00324901713456,2038.4568863734603,761111040,805306368
357,17850,1000,50,20,20,1,0.05634515684843063,0.014439265087246895,0.000125,13.835981300100684,14.002808403921593,1978.5453259143978,761111040,805306368
358,17900,1000,50,20,20,1,0.055839257717132565,0.014326069757342338,0.000125,14.253038300201297,14.003566255865817,2023.9314386285841,761111040,805306368
359,17950,1000,50,20,20,1,0.060005413174629214,0.015387555927038193,0.000125,14.236538199707866,14.004271597771394,2007.351886158809,761111040,805306368
360,18000,1000,50,20,20,1,0.05778624087572098,0.014821016192436219,0.000125,13.864675700198859,14.003939626667286,1941.0545980278403,761111040,805306368
361,18050,1000,50,20,20,1,0.05738457155227661,0.014706957206130028,0.000125,13.861264799721539,14.006396238503777,1926.715807161294,761111040,805306368
362,18100,1000,50,20,20,1,0.05643384182453155,0.014476105481386184,0.000125,14.037289300002158,14.006487847237658,1937.1459234002978,761111040,805306368
363,18150,1000,50,20,20,1,0.056120252311229704,0.014391553491353988,0.000125,14.194883999880403,14.007066742700497,1944.6991079836152,761111040,805306368
364,18200,1000,50,20,20,1,0.06024387276172638,0.015445585891604423,0.000125,13.784999399911612,14.00651327115458,1874.7599183879793,761111040,805306368
365,18250,1000,50,20,20,1,0.05669953119754791,0.014541108414530754,0.000125,14.065360900014639,14.00673243205433,1898.8237215019763,761111040,805306368
366,18300,1000,50,20,20,1,0.05524487435817718,0.01416191454231739,0.000125,14.200167499948293,14.00726959125719,1902.8224449930713,761111040,805306368
367,18350,1000,50,20,20,1,0.05618149644136429,0.014400577262043954,0.000125,14.11298460001126,14.007571153950494,1877.0269518014975,761111040,805306368
368,18400,1000,50,20,20,1,0.05753634625673294,0.014760111808776856,0.000125,13.967558800242841,14.007474165489523,1843.717761632055,761111040,805306368
369,18450,1000,50,20,20,1,0.05622569435834884,0.014419487461447715,0.000125,14.006187499966472,14.007484060163208,1834.8105624956079,761111040,805306368
370,18500,1000,50,20,20,1,0.054911771953105926,0.014081046044826507,0.000125,13.960055300034583,14.00736981756809,1814.8071890044957,761111040,805306368
371,18550,1000,50,20,20,1,0.05437687408924103,0.013941551849246026,0.000125,14.217661200091243,14.011750492991533,1834.0782948117703,761111040,805306368
372,18600,1000,50,20,20,1,0.055805878102779385,0.014309513628482819,0.000125,14.093193599954247,14.011977639516205,1803.9287807941437,761111040,805306368
373,18650,1000,50,20,20,1,0.05599320119619369,0.01436595332622528,0.000125,13.811129699926823,14.011446828418348,1754.0134718907066,761111040,805306368
374,18700,1000,50,20,20,1,0.05410767078399658,0.013878188520669937,0.000125,13.87524660024792,14.011089317379819,1748.2810716312379,761111040,805306368
375,18750,1000,50,20,20,1,0.05510800039768219,0.014132266581058503,0.000125,14.379179200157523,14.012082082933436,1797.3974000196904,761111040,805306368
376,18800,1000,50,20,20,1,0.05499106931686401,0.014106748953461647,0.000125,14.248491700273007,14.012722845479074,1766.812970833853,761111040,805306368
377,18850,1000,50,20,20,1,0.055473316311836246,0.014235118940472602,0.000125,14.028281200211495,14.0127800530507,1725.478587626014,761111040,805306368
378,18900,1000,50,20,20,1,0.05668976956605911,0.014528350010514259,0.000125,13.835723899770528,14.012328541269722,1687.9583157720044,761111040,805306368
379,18950,1000,50,20,20,1,0.058090372800827024,0.014900535881519317,0.000125,13.956633300054818,14.012188908706682,1688.752629306633,761111040,805306368
380,19000,1000,50,20,20,1,0.05367611229419708,0.01376892477273941,0.000125,14.082977700047195,14.012390580789283,1689.9573240056634,761111040,805306368
381,19050,1000,50,20,20,1,0.055547891497612,0.014244539394974708,0.000125,14.180132600013167,14.015683465354936,1687.4357794015668,761111040,805306368
382,19100,1000,50,20,20,1,0.055300136268138886,0.014184125050902366,0.000125,13.864188800100237,14.015337441361591,1635.974278411828,761111040,805306368
383,19150,1000,50,20,20,1,0.0576269651055336,0.014771980077028275,0.000125,13.967808199580759,14.01522173341996,1634.2335593509488,761111040,805306368
384,19200,1000,50,20,20,1,0.05754938852787018,0.014766619607806206,0.000125,14.356775499880314,14.01616257421847,1665.3859579861164,761111040,805306368
385,19250,1000,50,20,20,1,0.05396538931131363,0.013836649402976036,0.000125,13.735074799973518,14.015440909091577,1579.5336019969545,761111040,805306368
386,19300,1000,50,20,20,1,0.055111228168010715,0.014132476776838303,0.000125,13.917451699730009,14.015199459326777,1586.589493769221,761111040,805306368
