epoch,optimizer_updates,processed_trajectories,optimizer_batches,microbatches,micro_batch_size,effective_batch_size,backward_loss_mean_per_trajectory,full_spacetime_loss_mean_per_trajectory,learning_rate,epoch_seconds,mean_epoch_seconds_this_run,estimated_remaining_seconds,cuda_peak_allocated_bytes,cuda_peak_reserved_bytes
22,1100,1000,50,100,10,20,72.4544956665039,0.5018530721664429,0.001,178.0936529999599,186.56468122272582,89177.91762446295,9413277696,10097786880
23,1150,1000,50,100,10,20,71.21540991210938,0.4931997158527374,0.001,173.59218539996073,186.00088524347697,88722.42226113852,9413277696,10097786880
24,1200,1000,50,100,10,20,71.34083197021485,0.49410463762283324,0.001,186.98924789996818,186.0422714249968,88556.12119829848,9413277696,10097786880
25,1250,1000,50,100,10,20,69.85950646972657,0.48562572622299194,0.001,221.15680570015684,187.4470331200026,89037.34073200123,9413277696,10097786880
26,1300,1000,50,100,10,20,69.55320104980468,0.4822346339225769,0.001,263.40127720008604,190.3726977923115,90236.65875355565,9413277696,10097786880
27,1350,1000,50,100,10,20,68.5389282836914,0.4743604006767273,0.001,247.55000899988227,192.4907308925909,91048.1157121955,9413277696,10097786880
28,1400,1000,50,100,10,20,68.27599224853516,0.47461315512657165,0.001,242.7714981001336,194.2867227892857,91703.33315654285,9413277696,10097786880
29,1450,1000,50,100,10,20,68.49658862304688,0.47581828022003175,0.001,240.19054480013438,195.86978309655336,92254.66783847663,9413277696,10097786880
30,1500,1000,50,100,10,20,67.67033508300781,0.46937969541549684,0.001,237.9804539999459,197.27367301333385,92718.6263162669,9413277696,10097786880
31,1550,1000,50,100,10,20,66.51854376220703,0.4625450417995453,0.001,232.4653964000754,198.41189053548771,93055.17666114373,9413277696,10097786880
32,1600,1000,50,100,10,20,66.13851177978516,0.4597483644485474,0.001,242.4400201998651,199.78800861250056,93500.78803065026,9413277696,10097786880
33,1650,1000,50,100,10,20,66.6460542602539,0.4645929002761841,0.001,243.98591350018978,201.1275485181814,93926.56515799071,9413277696,10097786880
34,1700,1000,50,100,10,20,65.67057208251953,0.45733843684196474,0.001,242.34779349993914,202.34015426470432,94290.51188735222,9413277696,10097786880
35,1750,1000,50,100,10,20,64.18631448364258,0.44699004578590396,0.001,249.2227864000015,203.67984761142705,94711.12913931358,9413277696,10097786880
36,1800,1000,50,100,10,20,64.64735400390624,0.44898039364814757,0.001,248.610073100077,204.92989063610892,95087.46925515454,9413277696,10097786880
37,1850,1000,50,100,10,20,63.36304360961914,0.4405711889266968,0.001,242.75383539986797,205.95241655946106,95355.96886703047,9413277696,10097786880
38,1900,1000,50,100,10,20,62.870057067871095,0.4375659656524658,0.001,238.86001319997013,206.81856910000238,95550.1789242011,9413277696,10097786880
39,1950,1000,50,100,10,20,63.69974169921875,0.44275454759597777,0.001,241.45564770000055,207.70685195384357,95752.85875072189,9413277696,10097786880
40,2000,1000,50,100,10,20,62.641491333007814,0.4359193019866943,0.001,259.14693030016497,208.99313956500265,96136.84419990121,9413277696,10097786880
41,2050,1000,50,100,10,20,62.976860443115235,0.4387293355464935,0.001,242.2694033998996,209.80646989512167,96301.16968186085,9413277696,10097786880
42,2100,1000,50,100,10,20,61.68729043579101,0.429414849281311,0.001,241.8884908000473,210.57051043095444,96441.29377737714,9413277696,10097786880
43,2150,1000,50,100,10,20,60.62542315673828,0.42214779829978943,0.001,243.68783230008557,211.3408378651149,96582.76290435751,9413277696,10097786880
44,2200,1000,50,100,10,20,61.54721981811524,0.4296406147480011,0.001,248.82488179998472,212.19288922045698,96759.95748452838,9413277696,10097786880
45,2250,1000,50,100,10,20,61.143153594970705,0.4261598391532898,0.001,301.69074499979615,214.1818593222234,97452.74599161165,9413277696,10097786880
46,2300,1000,50,100,10,20,60.64925897216797,0.4218040311336517,0.001,258.2952809999697,215.14316272826198,97674.99587863094,9413277696,10097786880
47,2350,1000,50,100,10,20,59.84508837890625,0.41738428235054015,0.001,243.40483730006963,215.74460646170292,97732.30672715142,9413277696,10097786880
48,2400,1000,50,100,10,20,59.051385833740234,0.4113851959705353,0.001,248.76762930001132,216.43271802708236,97827.58854824123,9413277696,10097786880
49,2450,1000,50,100,10,20,59.317735565185544,0.4133437180519104,0.001,242.75801160000265,216.97008879183866,97853.51004511924,9413277696,10097786880
50,2500,1000,50,100,10,20,58.49288732910156,0.40798756456375124,0.001,252.03408210002817,217.67159169999883,97952.21626499947,9413277696,10097786880
51,2550,1000,50,100,10,20,57.68987185668945,0.40186748933792116,0.001,233.73083909996785,217.9889367607824,97877.03260559129,9413277696,10097786880
52,2600,1000,50,100,10,20,58.32998181152344,0.4059878981113434,0.001,241.7499132999219,218.446112690386,97863.85848529293,9413277696,10097786880
53,2650,1000,50,100,10,20,58.59492962646485,0.40925147700309755,0.001,237.2451614998281,218.8009866528292,97804.04103381466,9413277696,10097786880
54,2700,1000,50,100,10,20,57.55486184692383,0.4008208782672882,0.001,253.1944890001323,219.43801442963175,97869.35443561577,9413277696,10097786880
55,2750,1000,50,100,10,20,57.608905059814454,0.4011002206802368,0.001,239.42600780003704,219.80159426545302,97811.7094481266,9413277696,10097786880
56,2800,1000,50,100,10,20,56.97043753051758,0.39761195755004886,0.001,239.6712039001286,220.1577123374986,97750.02427784937,9413277696,10097786880
57,2850,1000,50,100,10,20,56.49247930908203,0.3933079550266266,0.001,240.24147880007513,220.5101663210519,97686.003680226,9413277696,10097786880
58,2900,1000,50,100,10,20,57.15059802246094,0.399134968996048,0.001,242.54050519992597,220.89009578792974,97633.42233826495,9413277696,10097786880
59,2950,1000,50,100,10,20,55.833953735351564,0.38982302594184876,0.001,236.70659130020067,221.15838860339184,97530.84937409581,9413277696,10097786880
60,3000,1000,50,100,10,20,55.62757382202148,0.3888683156967163,0.001,264.9454550999217,221.8882849833346,97630.84539266722,9413277696,10097786880
61,3050,1000,50,100,10,20,55.679016845703124,0.38836839389801026,0.001,235.17738449992612,222.10729182458894,97505.10111099454,9413277696,10097786880
62,3100,1000,50,100,10,20,55.65149905395508,0.38822005581855773,0.001,241.9372253001202,222.42724069032158,97423.13142236085,9413277696,10097786880
63,3150,1000,50,100,10,20,55.98146304321289,0.39159476637840274,0.001,267.5387514999602,223.14343285396887,97513.6801571844,9413277696,10097786880
64,3200,1000,50,100,10,20,56.22941802978516,0.3928927283287048,0.001,252.53224289999343,223.60292017187385,97490.873194937,9413277696,10097786880
65,3250,1000,50,100,10,20,54.85676513671875,0.3833944721221924,0.001,246.85619089985266,223.96084935384658,97422.96946892327,9413277696,10097786880
66,3300,1000,50,100,10,20,54.47668539428711,0.38053037428855896,0.001,230.77854440012015,224.0653120575748,97244.34543298747,9413277696,10097786880
67,3350,1000,50,100,10,20,54.88161117553711,0.38333820247650147,0.001,237.20387999992818,224.26152816567043,97105.2416957353,9413277696,10097786880
68,3400,1000,50,100,10,20,54.46576843261719,0.38018423700332643,0.001,230.9465636999812,224.3599371485282,96923.49284816418,9413277696,10097786880
69,3450,1000,50,100,10,20,54.01681658935547,0.37713153672218325,0.001,243.92858599987812,224.64368012898427,96821.42613559222,9413277696,10097786880
70,3500,1000,50,100,10,20,53.16505331420898,0.37074220848083494,0.001,235.71191229997203,224.8018932528561,96664.81409872812,9413277696,10097786880
71,3550,1000,50,100,10,20,53.375688903808594,0.3720685968399048,0.001,240.85567509988323,225.02921153521035,96537.53174860524,9413277696,10097786880
72,3600,1000,50,100,10,20,54.15724624633789,0.3793177037239075,0.001,272.342187799979,225.68644501111055,96593.79846475531,9413277696,10097786880
73,3650,1000,50,100,10,20,52.89853704833985,0.36844456124305724,0.001,236.46030029980466,225.83413141917706,96431.1741159886,9413277696,10097786880
74,3700,1000,50,100,10,20,52.814228271484374,0.36865142798423767,0.001,246.121746199904,226.10847356756898,96322.20973978439,9413277696,10097786880
75,3750,1000,50,100,10,20,52.64991741943359,0.3683544430732727,0.001,245.24661960010417,226.3638043453327,96204.6168467664,9413277696,10097786880
76,3800,1000,50,100,10,20,53.22339138793945,0.37219433999061585,0.001,247.76211159978993,226.64689701578985,96098.2843346949,9413277696,10097786880
77,3850,1000,50,100,10,20,53.3033720703125,0.3726443920135498,0.001,238.36312399990857,226.79917228960903,95936.04987850462,9413277696,10097786880
78,3900,1000,50,100,10,20,52.534068939208986,0.36767456245422364,0.001,262.5960763001349,227.25825066538528,95902.98178079259,9413277696,10097786880
79,3950,1000,50,100,10,20,51.656226165771486,0.3601663112640381,0.001,239.14782409998588,227.40884050000105,95739.12185050044,9413277696,10097786880
80,4000,1000,50,100,10,20,52.03979516601562,0.363734050989151,0.001,242.78476159996353,227.60117165374976,95592.4920945749,9413277696,10097786880
81,4050,1000,50,100,10,20,53.112498931884765,0.37203750443458555,0.001,240.43625020002946,227.7609916703695,95431.85550988482,9413277696,10097786880
82,4100,1000,50,100,10,20,51.697136779785154,0.36157275676727296,0.001,239.82201170013286,227.9081965878055,95265.6261737027,9413277696,10097786880
83,4150,1000,50,100,10,20,51.31839227294922,0.3575017864704132,0.001,241.15458550001495,228.06794022289048,95104.33107294534,9413277696,10097786880
84,4200,1000,50,100,10,20,50.9625046081543,0.3555440547466278,0.001,248.5131512999069,228.31152292262,94977.59353580991,9413277696,10097786880
85,4250,1000,50,100,10,20,51.516116729736325,0.3610080153942108,0.001,238.74793500010855,228.43440404941109,94800.2776805056,9413277696,10097786880
86,4300,1000,50,100,10,20,51.141543212890625,0.35748894047737123,0.001,239.90120829991065,228.56895139069718,94627.54587574863,9413277696,10097786880
87,4350,1000,50,100,10,20,50.55268426513672,0.3542306663990021,0.001,241.44704540004022,228.7170810183917,94460.15446059578,9413277696,10097786880
88,4400,1000,50,100,10,20,50.748702453613284,0.3549025180339813,0.001,235.44375770003535,228.79362324772626,94262.97277806322,9413277696,10097786880
89,4450,1000,50,100,10,20,51.21638653564453,0.35821296882629394,0.001,246.59157010004856,228.99371360337068,94116.41629098535,9413277696,10097786880
90,4500,1000,50,100,10,20,50.7130046081543,0.35467381978034973,0.001,234.79506570007652,229.05825981999902,93913.8865261996,9413277696,10097786880
91,4550,1000,50,100,10,20,51.47326989746094,0.3614135301113129,0.001,240.74312580004334,229.1875959857147,93737.72675815731,9413277696,10097786880
92,4600,1000,50,100,10,20,50.66798281860351,0.3531459560394287,0.001,239.77143440023065,229.30276131847842,93555.52661793919,9413277696,10097786880
93,4650,1000,50,100,10,20,49.15788848876953,0.34398677182197573,0.001,242.68116740020923,229.4467836505388,93384.84094576929,9413277696,10097786880
94,4700,1000,50,100,10,20,49.54409048461914,0.3458395013809204,0.001,250.86643449985422,229.67474084361604,93247.94478250812,9413277696,10097786880
95,4750,1000,50,100,10,20,50.14786956787109,0.3505927286148071,0.001,236.91794520011172,229.7510877336841,93049.19053214206,9413277696,10097786880
96,4800,1000,50,100,10,20,49.1552578125,0.3441823494434357,0.001,238.56586089986376,229.84375587083437,92856.87737181709,9413277696,10097786880
97,4850,1000,50,100,10,20,49.16295306396484,0.34428631949424743,0.001,235.83857570006512,229.90564709175234,92651.9757779762,9413277696,10097786880
98,4900,1000,50,100,10,20,49.11523922729492,0.3434225194454193,0.001,238.69490380003117,229.9954374275522,92458.16584587598,9413277696,10097786880
99,4950,1000,50,100,10,20,48.77874389648437,0.34146566343307494,0.001,252.12439000001177,230.2191195121209,92317.86692436048,9413277696,10097786880
100,5000,1000,50,100,10,20,48.743770904541016,0.34161188077926635,0.0005,238.38744359998964,230.30090853800067,92120.36341520026,9413277696,10097786880
101,5050,1000,50,100,10,20,45.59129434204102,0.3161487181186676,0.0005,239.70141090010293,230.39470420890984,91927.48697935503,9413277696,10097786880
102,5100,1000,50,100,10,20,44.85700415039062,0.31154698634147643,0.0005,238.86409869999625,230.4778058009802,91730.16670879012,9413277696,10097786880
103,5150,1000,50,100,10,20,44.12795477294922,0.30588216066360474,0.0005,242.78379119979218,230.5973762699032,91547.15837915157,9413277696,10097786880
104,5200,1000,50,100,10,20,43.324322235107424,0.3004471321105957,0.0005,240.37350069987588,230.69149145576878,91353.83061648444,9413277696,10097786880
105,5250,1000,50,100,10,20,43.55007485961914,0.30246910858154297,0.0005,236.01707679987885,230.74229779523753,91143.20762911883,9413277696,10097786880
106,5300,1000,50,100,10,20,42.84193893432617,0.2971950385570526,0.0005,246.16387009993196,230.8885687339616,90970.09608118086,9413277696,10097786880
107,5350,1000,50,100,10,20,43.289347900390624,0.3002827348709106,0.0005,236.04814830003306,230.93690644112138,90758.20423136071,9413277696,10097786880
108,5400,1000,50,100,10,20,42.859845581054685,0.29730198383331297,0.0005,239.4187605001498,231.01555160648206,90558.09622974097,9413277696,10097786880
109,5450,1000,50,100,10,20,42.56335580444336,0.2954203555583954,0.0005,247.4809880000539,231.1667463532115,90386.1978241057,9413277696,10097786880
110,5500,1000,50,100,10,20,42.8406572265625,0.2973633530139923,0.0005,241.15010540001094,231.25761265727184,90190.46893633601,9413277696,10097786880
111,5550,1000,50,100,10,20,42.850508575439456,0.29704756808280947,0.0005,238.79422549996525,231.32617066486588,89985.88038863282,9413277696,10097786880
112,5600,1000,50,100,10,20,42.63012460327148,0.2965296487808228,0.0005,241.3048501999583,231.41534721696476,89789.15472018233,9413277696,10097786880
113,5650,1000,50,100,10,20,42.16613153076172,0.29250287342071535,0.0005,244.01893969997764,231.5269762769906,89600.93981919537,9413277696,10097786880
114,5700,1000,50,100,10,20,42.62285842895508,0.29548188638687134,0.0005,243.92607659986243,231.63583951929928,89411.43405444952,9413277696,10097786880
115,5750,1000,50,100,10,20,42.5465969543457,0.2955483181476593,0.0005,248.24303729995154,231.78039658521706,89235.45268530857,9413277696,10097786880
116,5800,1000,50,100,10,20,42.5347096862793,0.2951872639656067,0.0005,238.640038699843,231.8404242551729,89026.72291398639,9413277696,10097786880
117,5850,1000,50,100,10,20,42.80295010375976,0.29707632660865785,0.0005,248.34469619998708,231.98160227350533,88848.95367075254,9413277696,10097786880
118,5900,1000,50,100,10,20,42.32390423583984,0.29426417565345764,0.0005,240.00168059999123,232.0496543483055,88642.9679610527,9413277696,10097786880
119,5950,1000,50,100,10,20,42.65140924072266,0.2961801979541779,0.0005,241.5121454000473,232.1292364344533,88441.23908152671,9413277696,10097786880
120,6000,1000,50,100,10,20,41.81039004516602,0.2905003559589386,0.0005,241.23473790008575,232.20518476416666,88237.97021038333,9413277696,10097786880
121,6050,1000,50,100,10,20,42.200752807617185,0.2940772640705109,0.0005,247.005201500142,232.32820611404955,88052.39011722479,9413277696,10097786880
122,6100,1000,50,100,10,20,42.00762600708008,0.2920611686706543,0.0005,236.01417340012267,232.35852887377058,87831.52391428528,9413277696,10097786880
123,6150,1000,50,100,10,20,41.96425881958008,0.291995445728302,0.0005,237.97983799991198,232.40432999593517,87616.43240846756,9413277696,10097786880
124,6200,1000,50,100,10,20,41.59554525756836,0.28900163459777833,0.0005,244.44731860002503,232.50152775483966,87420.57443581971,9413277696,10097786880
125,6250,1000,50,100,10,20,41.35791827392578,0.28711322021484376,0.0005,239.72608430008404,232.55940562799947,87209.7771104998,9413277696,10097786880
126,6300,1000,50,100,10,20,41.496045867919925,0.28770637822151185,0.0005,237.22508220002055,232.59709127936586,86991.31213848283,9413277696,10097786880
127,6350,1000,50,100,10,20,41.03906762695313,0.28471447920799253,0.0005,239.5709631999489,232.652074289763,86779.2237100816,9413277696,10097786880
128,6400,1000,50,100,10,20,41.29999801635742,0.28700818204879763,0.0005,245.83269460010342,232.75511483125047,86584.90271722517,9413277696,10097786880
129,6450,1000,50,100,10,20,41.30606820678711,0.2869818012714386,0.0005,243.80363590014167,232.84083070775293,86383.94819257634,9413277696,10097786880
130,6500,1000,50,100,10,20,42.109042022705076,0.2933958742618561,0.0005,242.0257574999705,232.91157964076848,86177.28446708433,9413277696,10097786880
131,6550,1000,50,100,10,20,43.14874133300781,0.30095532178878787,0.0005,239.49698249995708,232.96267628854937,85963.22755047472,9413277696,10097786880
132,6600,1000,50,100,10,20,41.51434622192383,0.2885149300098419,0.0005,245.4268682000693,233.05716674696922,85765.03736288467,9413277696,10097786880
133,6650,1000,50,100,10,20,41.25294079589844,0.2859647703170776,0.0005,235.80060499999672,233.07793647744447,85539.60268722213,9413277696,10097786880
134,6700,1000,50,100,10,20,40.787344787597654,0.2832282702922821,0.0005,253.54998399992473,233.2307754589554,85362.46381797768,9413277696,10097786880
135,6750,1000,50,100,10,20,40.95420797729492,0.28432177734375,0.0005,255.97481039981358,233.39936517999956,85190.76829069984,9413277696,10097786880
136,6800,1000,50,100,10,20,41.27092819213867,0.28650503492355345,0.0005,244.46664839982986,233.48139388602988,84987.22737451487,9413277696,10097786880
137,6850,1000,50,100,10,20,40.59693688964844,0.2820128474235535,0.0005,234.98637609998696,233.4924546328465,84757.76103172328,9413277696,10097786880
138,6900,1000,50,100,10,20,41.24465518188477,0.28664749836921694,0.0005,234.81076080002822,233.5021395550727,84527.77451893632,9413277696,10097786880
139,6950,1000,50,100,10,20,40.43419244384766,0.28010922694206236,0.0005,244.30379169993103,233.57993626906435,84322.35699313223,9413277696,10097786880
140,7000,1000,50,100,10,20,40.6747353515625,0.2825973899364471,0.0005,243.77368319989182,233.6528454735709,84115.02437048552,9413277696,10097786880
141,7050,1000,50,100,10,20,40.32884643554687,0.2798657040596008,0.0005,239.46908850013278,233.6949127347519,83896.47367177594,9413277696,10097786880
142,7100,1000,50,100,10,20,40.02954510498047,0.27815313935279845,0.0005,237.49863970000297,233.72178526619666,83672.3991252984,9413277696,10097786880
143,7150,1000,50,100,10,20,40.04425143432617,0.27787634134292605,0.0005,247.07666929997504,233.81531811538446,83472.06856719225,9413277696,10097786880
144,7200,1000,50,100,10,20,40.44534451293946,0.2811030955314636,0.0005,237.62643059995025,233.84185721944473,83247.70117012232,9413277696,10097786880
145,7250,1000,50,100,10,20,40.35361474609375,0.28028473591804504,0.0005,240.49931319989264,233.88788728620696,83030.19998660347,9413277696,10097786880
146,7300,1000,50,100,10,20,40.17330303955078,0.2789958605766296,0.0005,234.80260349996388,233.89476556712378,82798.74701076181,9413277696,10097786880
147,7350,1000,50,100,10,20,40.39775622558594,0.2803861207962036,0.0005,244.59110340010375,233.96762578095291,82590.57190067638,9413277696,10097786880
148,7400,1000,50,100,10,20,40.88959375,0.2840021588802338,0.0005,238.810165300034,234.00041270945883,82368.1452737295,9413277696,10097786880
149,7450,1000,50,100,10,20,40.16660394287109,0.27961283874511716,0.0005,278.8409992000088,234.301456857718,82239.81135705902,9413277696,10097786880
150,7500,1000,50,100,10,20,40.76533200073242,0.2837209658622742,0.0005,247.76118170004338,234.39126779466713,82036.9437281335,9413277696,10097786880
151,7550,1000,50,100,10,20,40.3940344543457,0.28058427238464356,0.0005,239.25991300004534,234.42407393509936,81814.00180334967,9413277696,10097786880
152,7600,1000,50,100,10,20,39.876122009277346,0.2771656680107117,0.0005,238.61106160003692,234.45168403421044,81589.18604390524,9413277696,10097786880
153,7650,1000,50,100,10,20,40.370206787109375,0.28085385632514953,0.0005,247.47360510006547,234.53686025163336,81384.29050731678,9413277696,10097786880
154,7700,1000,50,100,10,20,40.46834375,0.2806503436565399,0.0005,243.60685690003447,234.5958906058449,81170.17814962233,9413277696,10097786880
155,7750,1000,50,100,10,20,39.748221252441404,0.2765858151912689,0.0005,239.38710750010796,234.62688991161244,80946.27701950629,9413277696,10097786880
156,7800,1000,50,100,10,20,39.77127227783203,0.27641926527023314,0.0005,239.02084979997016,234.65563680320525,80721.5390603026,9413277696,10097786880
157,7850,1000,50,100,10,20,40.2663583984375,0.2802495141029358,0.0005,239.23251389991492,234.68488575095478,80496.91581257748,9413277696,10097786880
158,7900,1000,50,100,10,20,39.61973059082031,0.2754880471229553,0.0005,245.6351306999568,234.7542516639238,80285.95406906195,9413277696,10097786880
159,7950,1000,50,100,10,20,39.30943472290039,0.2731885132789612,0.0005,242.47383649996482,234.80291511194997,80067.79405317493,9413277696,10097786880
160,8000,1000,50,100,10,20,39.89381481933594,0.2773414740562439,0.0005,234.40121809998527,234.8004594543745,79832.15621448733,9413277696,10097786880
161,8050,1000,50,100,10,20,39.50809753417969,0.2747548098564148,0.0005,241.2459829999134,234.84109058260907,79611.12970750447,9413277696,10097786880
162,8100,1000,50,100,10,20,39.37570336914062,0.27369049191474915,0.0005,240.94087220006622,234.87880898456746,79389.0374367838,9413277696,10097786880
163,8150,1000,50,100,10,20,39.98795794677734,0.2774993543624878,0.0005,238.55856429995038,234.90148096932583,79161.79908666281,9413277696,10097786880
164,8200,1000,50,100,10,20,39.58401177978516,0.27541082286834717,0.0005,240.49215069995262,234.9356614176834,78938.38223634163,9413277696,10097786880
165,8250,1000,50,100,10,20,39.11207666015625,0.27190965008735657,0.0005,241.22361109987833,234.9738331927269,78716.23411956351,9413277696,10097786880
166,8300,1000,50,100,10,20,39.07528894042969,0.27172708892822267,0.0005,238.36090580001473,234.9946994222897,78488.22960704476,9413277696,10097786880
167,8350,1000,50,100,10,20,39.76366387939453,0.27676518583297727,0.0005,235.0777312000282,234.9952529395211,78253.41922886053,9413277696,10097786880
168,8400,1000,50,100,10,20,39.58902447509766,0.27566382598876954,0.0005,230.66566759999841,234.96955490238145,78009.89222759064,9413277696,10097786880
169,8450,1000,50,100,10,20,39.71637133789063,0.2764051263332367,0.0005,239.1449208999984,234.99434496627256,77783.12818383622,9413277696,10097786880
170,8500,1000,50,100,10,20,39.041752319335934,0.2711567528247833,0.0005,233.06538749998435,234.9831047905883,77544.42458089413,9413277696,10097786880
171,8550,1000,50,100,10,20,40.45892651367188,0.2824859080314636,0.0005,234.15009190002456,234.97865761988334,77307.97835694162,9413277696,10097786880
172,8600,1000,50,100,10,20,38.97119537353515,0.270667977809906,0.0005,229.13159779994749,234.94476612441804,77061.88328880911,9413277696,10097786880
173,8650,1000,50,100,10,20,39.39363427734375,0.273665452003479,0.0005,246.2718579999637,235.01033957051973,76848.38103955996,9413277696,10097786880
174,8700,1000,50,100,10,20,38.44723721313476,0.26750451850891116,0.0005,237.20377989998087,235.02300255402292,76617.49883261147,9413277696,10097786880
175,8750,1000,50,100,10,20,38.55564202880859,0.2680911066532135,0.0005,230.56185690010898,234.9975766708569,76374.21241802849,9413277696,10097786880
176,8800,1000,50,100,10,20,39.55687991333008,0.2751104919910431,0.0005,235.3804626998026,235.00025637272682,76140.08306476349,9413277696,10097786880
177,8850,1000,50,100,10,20,38.97245452880859,0.2714832561016083,0.0005,241.41745629999787,235.03659164519732,75916.81910139874,9413277696,10097786880
178,8900,1000,50,100,10,20,39.85829061889648,0.27774621319770815,0.0005,240.11589200003073,235.06523999606725,75691.00727873365,9413277696,10097786880
179,8950,1000,50,100,10,20,39.090160522460934,0.2713873908519745,0.0005,240.4985290998593,235.09565690838,75465.70586758998,9413277696,10097786880
180,9000,1000,50,100,10,20,38.460885192871096,0.26748668670654296,0.0005,235.495057299966,235.09792828888942,75231.3370524446,9413277696,10097786880
181,9050,1000,50,100,10,20,38.12112258911133,0.26452116417884824,0.0005,243.58873209985904,235.14527589944706,75011.34301192361,9413277696,10097786880
182,9100,1000,50,100,10,20,39.37777603149414,0.2742702798843384,0.0005,239.6831648000516,235.1703074164842,74784.15775844197,9413277696,10097786880
183,9150,1000,50,100,10,20,38.4982698059082,0.26823285794258117,0.0005,233.61260529980063,235.16186120655755,74546.31000247874,9413277696,10097786880
184,9200,1000,50,100,10,20,38.30312948608398,0.26679484701156614,0.0005,246.23499969998375,235.22210640543514,74330.18562411751,9413277696,10097786880
185,9250,1000,50,100,10,20,38.83956143188477,0.27072862243652346,0.0005,238.59769860003144,235.24041274378354,74100.73001429181,9413277696,10097786880
186,9300,1000,50,100,10,20,38.73645544433594,0.2699142205715179,0.0005,236.00719989999197,235.24525099462375,73867.00881231186,9413277696,10097786880
187,9350,1000,50,100,10,20,38.505728057861326,0.2683340940475464,0.0005,238.56423219991848,235.26308286203232,73637.34493581612,9413277696,10097786880
188,9400,1000,50,100,10,20,38.93192156982422,0.2705775051116943,0.0005,249.49454650003463,235.33886271542522,73425.72516721267,9413277696,10097786880
189,9450,1000,50,100,10,20,38.36141397094727,0.26719583916664125,0.0005,238.9499631000217,235.35805347142863,73196.3546296143,9413277696,10097786880
190,9500,1000,50,100,10,20,38.90379168701172,0.27095806431770325,0.0005,238.59480030019768,235.37519318736892,72966.30988808436,9413277696,10097786880
191,9550,1000,50,100,10,20,38.03666131591797,0.2644600884914398,0.0005,239.06316629983485,235.39498301361277,72737.04975120634,9413277696,10097786880
192,9600,1000,50,100,10,20,38.20791772460937,0.2654062600135803,0.0005,237.27753429999575,235.40491933854113,72504.71515627067,9413277696,10097786880
