epoch,optimizer_updates,processed_trajectories,optimizer_batches,microbatches,micro_batch_size,effective_batch_size,backward_loss_mean_per_trajectory,full_spacetime_loss_mean_per_trajectory,learning_rate,epoch_seconds,mean_epoch_seconds_this_run,estimated_remaining_seconds,cuda_peak_allocated_bytes,cuda_peak_reserved_bytes
82,8200,1000,100,200,5,10,0.5302990937232971,0.5302990937232971,0.001,130.10235419962555,196.1918887780502,82008.209509225,6754928640,8269070336
83,8300,1000,100,200,5,10,0.5276422826051712,0.5276422826051712,0.001,130.1262575997971,195.39598323855864,81480.12501047895,6754928640,8269070336
84,8400,1000,100,200,5,10,0.5265132111310958,0.5265132111310958,0.001,130.36716499971226,194.6219079404781,80962.7137032389,6754928640,8269070336
85,8500,1000,100,200,5,10,0.5254979722499847,0.5254979722499847,0.001,130.22561739990488,193.86438511294477,80453.71982187209,6754928640,8269070336
86,8600,1000,100,200,5,10,0.5267975732088089,0.5267975732088089,0.001,130.15989629970863,193.12371179883823,79953.21668471902,6754928640,8269070336
87,8700,1000,100,200,5,10,0.5230700589418411,0.5230700589418411,0.001,130.24021669989452,192.40099018275868,79461.60894547934,6754928640,8269070336
88,8800,1000,100,200,5,10,0.5239265384674072,0.5239265384674072,0.001,130.30318220006302,191.6954046454577,78978.50671392857,6754928640,8269070336
89,8900,1000,100,200,5,10,0.5245751413106918,0.5245751413106918,0.001,130.3079941002652,191.00572106179916,78503.35135639945,6754928640,8269070336
90,9000,1000,100,200,5,10,0.5234316190481186,0.5234316190481186,0.001,130.56131719984114,190.3341844577808,78037.01562769013,6754928640,8269070336
91,9100,1000,100,200,5,10,0.5224454245567322,0.5224454245567322,0.001,130.48433230025694,189.67925329670658,77578.81459835298,6754928640,8269070336
92,9200,1000,100,200,5,10,0.5209133970737457,0.5209133970737457,0.001,130.2406156002544,189.03326211304343,77125.57094212172,6754928640,8269070336
93,9300,1000,100,200,5,10,0.5200753138065338,0.5200753138065338,0.001,130.07832039985806,188.39964790537613,76678.65669748808,6754928640,8269070336
94,9400,1000,100,200,5,10,0.5204616479873657,0.5204616479873657,0.001,130.10298770014197,187.7795370542593,76238.49204402928,6754928640,8269070336
95,9500,1000,100,200,5,10,0.5193582242727279,0.5193582242727279,0.001,130.19914670009166,187.17348926210482,75805.26315115245,6754928640,8269070336
96,9600,1000,100,200,5,10,0.5183349986076355,0.5183349986076355,0.001,130.39568569976836,186.58212287396114,75379.1776410803,6754928640,8269070336
97,9700,1000,100,200,5,10,0.516069686293602,0.516069686293602,0.001,130.15516349999234,186.00046386392114,74958.18693716022,6754928640,8269070336
98,9800,1000,100,200,5,10,0.5185240190029144,0.5185240190029144,0.001,129.96034659957513,185.42872149183663,74542.34603971832,6754928640,8269070336
99,9900,1000,100,200,5,10,0.5171450016498566,0.5171450016498566,0.001,130.1243926002644,184.87016904545533,74132.93778722758,6754928640,8269070336
100,10000,1000,100,200,5,10,0.5175572203397751,0.5175572203397751,0.0005,130.17989009991288,184.32333287400195,73729.33314960077,6754928640,8269070336
101,10100,1000,100,200,5,10,0.5090131772756576,0.5090131772756576,0.0005,130.04364709975198,183.7885162396043,73331.61797960212,6754928640,8269070336
102,10200,1000,100,200,5,10,0.5048458024263381,0.5048458024263381,0.0005,130.2468480002135,183.2636606686283,72938.93694611406,6754928640,8269070336
103,10300,1000,100,200,5,10,0.5046641430854797,0.5046641430854797,0.0005,130.6338498000987,182.75276897669977,72552.8492837498,6754928640,8269070336
104,10400,1000,100,200,5,10,0.5033624148368836,0.5033624148368836,0.0005,130.4675742997788,182.25008815673377,72171.03491006658,6754928640,8269070336
105,10500,1000,100,200,5,10,0.5033281016349792,0.5033281016349792,0.0005,130.49012059997767,181.75720310000082,71794.09522450033,6754928640,8269070336
106,10600,1000,100,200,5,10,0.5032765337228775,0.5032765337228775,0.0005,130.69596580043435,181.27554829434035,71422.5660279701,6754928640,8269070336
107,10700,1000,100,200,5,10,0.5029828777313232,0.5029828777313232,0.0005,130.5564060001634,180.8016043560771,71055.0305119383,6754928640,8269070336
108,10800,1000,100,200,5,10,0.5000484828948975,0.5000484828948975,0.0005,130.53925939975306,180.33627486296635,70691.81974628281,6754928640,8269070336
109,10900,1000,100,200,5,10,0.49943295180797576,0.49943295180797576,0.0005,130.5209157001227,179.87931225045986,70332.8110899298,6754928640,8269070336
110,11000,1000,100,200,5,10,0.49927057468891145,0.49927057468891145,0.0005,130.44165870035067,179.42994857000357,69977.67994230139,6754928640,8269070336
111,11100,1000,100,200,5,10,0.5004468305110932,0.5004468305110932,0.0005,130.3310433998704,178.98968382162536,69626.98700661227,6754928640,8269070336
112,11200,1000,100,200,5,10,0.49614103758335115,0.49614103758335115,0.0005,130.45447849994525,178.55640953660728,69279.88690020362,6754928640,8269070336
113,11300,1000,100,200,5,10,0.4969748352766037,0.4969748352766037,0.0005,130.45847100019455,178.1308378106214,68936.63423271048,6754928640,8269070336
114,11400,1000,100,200,5,10,0.49949849224090576,0.49949849224090576,0.0005,130.67291940003633,177.71459975701822,68597.83550620903,6754928640,8269070336
115,11500,1000,100,200,5,10,0.4970004119873047,0.4970004119873047,0.0005,130.52387539995834,177.3043072078296,68262.1582750144,6754928640,8269070336
116,11600,1000,100,200,5,10,0.4976426039934158,0.4976426039934158,0.0005,130.41591119999066,176.90015476379656,67929.65942929788,6754928640,8269070336
117,11700,1000,100,200,5,10,0.4956137456893921,0.4956137456893921,0.0005,130.35891840001568,176.50242602222193,67600.42916651099,6754928640,8269070336
118,11800,1000,100,200,5,10,0.495523432135582,0.495523432135582,0.0005,130.39702779985964,176.11176239746086,67274.69323583005,6754928640,8269070336
119,11900,1000,100,200,5,10,0.4965319699048996,0.4965319699048996,0.0005,130.47600980009884,175.72832543025294,66952.49198892637,6754928640,8269070336
120,12000,1000,100,200,5,10,0.4976824662685394,0.4976824662685394,0.0005,130.35979630006477,175.35037581750268,66633.14281065101,6754928640,8269070336
121,12100,1000,100,200,5,10,0.49402987384796143,0.49402987384796143,0.0005,130.1010642000474,174.97859940661334,66316.88917510645,6754928640,8269070336
122,12200,1000,100,200,5,10,0.4935056459903717,0.4935056459903717,0.0005,130.61341750016436,174.61500269262365,66004.47101781174,6754928640,8269070336
123,12300,1000,100,200,5,10,0.4950332249403,0.4950332249403,0.0005,130.51044750027359,174.2565010471565,65694.700894778,6754928640,8269070336
124,12400,1000,100,200,5,10,0.4951402747631073,0.4951402747631073,0.0005,130.72854359960184,173.90554386451691,65388.48449305836,6754928640,8269070336
125,12500,1000,100,200,5,10,0.49399826836585997,0.49399826836585997,0.0005,130.4354699999094,173.55783844320104,65084.18941620039,6754928640,8269070336
126,12600,1000,100,200,5,10,0.49261767375469206,0.49261767375469206,0.0005,130.55535669997334,173.21662245793934,64783.01679926931,6754928640,8269070336
127,12700,1000,100,200,5,10,0.49037430024147033,0.49037430024147033,0.0005,130.5295269000344,172.88056065984378,64484.44912612173,6754928640,8269070336
128,12800,1000,100,200,5,10,0.4924227215051651,0.4924227215051651,0.0005,130.28948380006477,172.54787875547117,64187.81089703528,6754928640,8269070336
129,12900,1000,100,200,5,10,0.4924918451309204,0.4924918451309204,0.0005,130.60894430009648,172.2228329511641,63894.67102488188,6754928640,8269070336
130,13000,1000,100,200,5,10,0.4923764524459839,0.4923764524459839,0.0005,130.8656831001863,171.90476225077245,63604.76203278581,6754928640,8269070336
131,13100,1000,100,200,5,10,0.49188361144065856,0.49188361144065856,0.0005,130.63933529984206,171.59165723588075,63317.32152003999,6754928640,8269070336
132,13200,1000,100,200,5,10,0.4891298371553421,0.4891298371553421,0.0005,132.28555950010195,171.29401213484886,63036.19646562438,6754928640,8269070336
133,13300,1000,100,200,5,10,0.4908824838399887,0.4908824838399887,0.0005,132.12063609994948,170.9996101210538,62756.85691442674,6754928640,8269070336
134,13400,1000,100,200,5,10,0.4899905382394791,0.4899905382394791,0.0005,132.0954797002487,170.7093818768678,62479.63376693362,6754928640,8269070336
135,13500,1000,100,200,5,10,0.49081372797489164,0.49081372797489164,0.0005,132.126470499672,170.42367960518501,62204.64305589253,6754928640,8269070336
136,13600,1000,100,200,5,10,0.4895167306661606,0.4895167306661606,0.0005,132.0085235000588,170.14126988014837,61931.422236374005,6754928640,8269070336
137,13700,1000,100,200,5,10,0.4880288763046265,0.4880288763046265,0.0005,132.84494680026546,169.86913960292105,61662.497675860344,6754928640,8269070336
138,13800,1000,100,200,5,10,0.49094200825691225,0.49094200825691225,0.0005,133.28566269995645,169.60415371304606,61396.703644122674,6754928640,8269070336
139,13900,1000,100,200,5,10,0.4896427557468414,0.4896427557468414,0.0005,131.8910958999768,169.3329076007203,61129.17964386002,6754928640,8269070336
140,14000,1000,100,200,5,10,0.48781294453144075,0.48781294453144075,0.0005,132.33835519989952,169.06881947428587,60864.77501074292,6754928640,8269070336
141,14100,1000,100,200,5,10,0.48746546399593355,0.48746546399593355,0.0005,134.51704149972647,168.82719476950348,60608.96292225175,6754928640,8269070336
142,14200,1000,100,200,5,10,0.4859769378900528,0.4859769378900528,0.0005,134.70464290026575,168.58702634929836,60354.155433048814,6754928640,8269070336
143,14300,1000,100,200,5,10,0.48809945821762085,0.48809945821762085,0.0005,135.1037816000171,168.35301066084173,60102.0248059205,6754928640,8269070336
144,14400,1000,100,200,5,10,0.4879118787050247,0.4879118787050247,0.0005,134.48673379980028,168.11795044166826,59849.9903572339,6754928640,8269070336
145,14500,1000,100,200,5,10,0.4864169058799744,0.4864169058799744,0.0005,133.4521292001009,167.87897852138005,59597.037375089916,6754928640,8269070336
146,14600,1000,100,200,5,10,0.48533811163902285,0.48533811163902285,0.0005,133.3556552999653,167.64261014452077,59345.483991160356,6754928640,8269070336
147,14700,1000,100,200,5,10,0.485152664065361,0.485152664065361,0.0005,133.38179059978575,167.40962207415237,59095.59659217579,6754928640,8269070336
148,14800,1000,100,200,5,10,0.4849253389835358,0.4849253389835358,0.0005,132.7680131001398,167.1756375918945,58845.82443234687,6754928640,8269070336
149,14900,1000,100,200,5,10,0.48308079051971436,0.48308079051971436,0.0005,132.451223900076,166.94277740000192,58596.91486740067,6754928640,8269070336
150,15000,1000,100,200,5,10,0.48336550962924957,0.48336550962924957,0.0005,132.1079037003219,166.71062079866726,58348.71727953354,6754928640,8269070336
151,15100,1000,100,200,5,10,0.4860985372066498,0.4860985372066498,0.0005,131.9346996997483,166.48261072847757,58102.43114423867,6754928640,8269070336
152,15200,1000,100,200,5,10,0.4850347216129303,0.4850347216129303,0.0005,132.02889480022714,166.25600217039525,57857.08875529755,6754928640,8269070336
153,15300,1000,100,200,5,10,0.4834505079984665,0.4834505079984665,0.0005,131.98455040017143,166.03206999804155,57613.12828932042,6754928640,8269070336
154,15400,1000,100,200,5,10,0.48337137603759767,0.48337137603759767,0.0005,131.9045831002295,165.8105166272726,57370.43875303632,6754928640,8269070336
155,15500,1000,100,200,5,10,0.48276331841945647,0.48276331841945647,0.0005,132.02204929990694,165.5925983954852,57129.446446442395,6754928640,8269070336
156,15600,1000,100,200,5,10,0.4830607390403748,0.4830607390403748,0.0005,131.87201819987968,165.3765162282074,56889.521582503345,6754928640,8269070336
157,15700,1000,100,200,5,10,0.4812267560958862,0.4812267560958862,0.0005,131.57859410019591,165.16133439936527,56650.33769898229,6754928640,8269070336
158,15800,1000,100,200,5,10,0.4810011622905731,0.4810011622905731,0.0005,131.88952679978684,164.95080932405116,56413.1767888255,6754928640,8269070336
159,15900,1000,100,200,5,10,0.4795798285007477,0.4795798285007477,0.0005,131.9917780002579,164.74358962327184,56177.5640615357,6754928640,8269070336
160,16000,1000,100,200,5,10,0.48250504636764524,0.48250504636764524,0.0005,132.4817614997737,164.5420110012521,55944.28374042571,6754928640,8269070336
161,16100,1000,100,200,5,10,0.48004205894470214,0.48004205894470214,0.0005,133.112953200005,164.34963625155515,55714.5266892772,6754928640,8269070336
162,16200,1000,100,200,5,10,0.4809202115535736,0.4809202115535736,0.0005,131.99277639994398,164.149959303706,55482.68624465263,6754928640,8269070336
163,16300,1000,100,200,5,10,0.4819861468076706,0.4819861468076706,0.0005,131.93241999996826,163.95236901656662,55251.94835858295,6754928640,8269070336
164,16400,1000,100,200,5,10,0.4809564595222473,0.4809564595222473,0.0005,131.8658952000551,163.75679774512253,55022.28404236117,6754928640,8269070336
165,16500,1000,100,200,5,10,0.48133076214790343,0.48133076214790343,0.0005,131.81728660035878,163.5632993733341,54793.70529006692,6754928640,8269070336
166,16600,1000,100,200,5,10,0.47938166332244875,0.47938166332244875,0.0005,131.75656880019233,163.37175623253157,54566.166581665544,6754928640,8269070336
167,16700,1000,100,200,5,10,0.4802350598573685,0.4802350598573685,0.0005,131.9692275999114,163.18380744191734,54340.20787815847,6754928640,8269070336
168,16800,1000,100,200,5,10,0.48072134602069855,0.48072134602069855,0.0005,131.9406250999309,162.99788318571657,54115.297217657906,6754928640,8269070336
169,16900,1000,100,200,5,10,0.47962004828453064,0.47962004828453064,0.0005,131.6746900002472,162.81258799881846,53890.96662760891,6754928640,8269070336
170,17000,1000,100,200,5,10,0.47810367166996004,0.47810367166996004,0.0005,131.5730343000032,162.62890055823578,53667.53718421781,6754928640,8269070336
171,17100,1000,100,200,5,10,0.4781531385183334,0.4781531385183334,0.0005,131.39726570015773,162.44800469181527,53445.39354360722,6754928640,8269070336
172,17200,1000,100,200,5,10,0.4778496009111404,0.4778496009111404,0.0005,131.33453700039536,162.267176686047,53223.63395302342,6754928640,8269070336
173,17300,1000,100,200,5,10,0.4791255512237549,0.4791255512237549,0.0005,131.60384250013158,162.090009282082,53003.433035240814,6754928640,8269070336
174,17400,1000,100,200,5,10,0.4748792850971222,0.4748792850971222,0.0005,131.55462269997224,161.9145648132196,52784.14812910959,6754928640,8269070336
175,17500,1000,100,200,5,10,0.476579554438591,0.476579554438591,0.0005,131.40564979985356,161.7402949428585,52565.59585642901,6754928640,8269070336
176,17600,1000,100,200,5,10,0.478085461974144,0.478085461974144,0.0005,131.66763829998672,161.56947695909184,52348.51053474576,6754928640,8269070336
177,17700,1000,100,200,5,10,0.4765648792982101,0.4765648792982101,0.0005,131.9058280000463,161.40193632598914,52132.82543329449,6754928640,8269070336
178,17800,1000,100,200,5,10,0.47699136221408844,0.47699136221408844,0.0005,132.34716919995844,161.23880067752842,51918.89381816415,6754928640,8269070336
179,17900,1000,100,200,5,10,0.47603217685222626,0.47603217685222626,0.0005,131.8715937999077,161.0747830899453,51705.00537187244,6754928640,8269070336
180,18000,1000,100,200,5,10,0.4749832376241684,0.4749832376241684,0.0005,131.96740249963477,160.91312398388982,51492.19967484474,6754928640,8269070336
181,18100,1000,100,200,5,10,0.47634206974506377,0.47634206974506377,0.0005,131.64354019984603,160.75294876906207,51280.1906573308,6754928640,8269070336
182,18200,1000,100,200,5,10,0.4776475521326065,0.4776475521326065,0.0005,132.1763539002277,160.59600453461766,51069.52944200842,6754928640,8269070336
183,18300,1000,100,200,5,10,0.4743303861618042,0.4743303861618042,0.0005,132.0453424002044,160.44008207103857,50859.506016519226,6754928640,8269070336
184,18400,1000,100,200,5,10,0.4740615952014923,0.4740615952014923,0.0005,132.1252823001705,160.2862739967405,50650.46258297,6754928640,8269070336
185,18500,1000,100,200,5,10,0.4765619822740555,0.4765619822740555,0.0005,132.29709629993886,160.13505490702903,50442.54229571414,6754928640,8269070336
186,18600,1000,100,200,5,10,0.4754129925966263,0.4754129925966263,0.0005,132.68623099988326,159.98756700107748,50236.09603833833,6754928640,8269070336
187,18700,1000,100,200,5,10,0.4757370127439499,0.4757370127439499,0.0005,132.53016360010952,159.84080549893045,50030.17212116523,6754928640,8269070336
188,18800,1000,100,200,5,10,0.4733570054769516,0.4733570054769516,0.0005,132.4803762002848,159.69534301383055,49824.94702031513,6754928640,8269070336
189,18900,1000,100,200,5,10,0.47243712961673734,0.47243712961673734,0.0005,132.29559910017997,159.55042091693247,49620.180905165995,6754928640,8269070336
