cohort,resolution,metric,experiment,method,seed,absolute_time,lead_time,population,finite_count,mean,sample_sd,median,p95,maximum
test_1040_1219,N128,full_relative_l2,M3,GIFT-Lite,20260822,5.6,0.5999999999999996,180,180,0.0360792426619587,0.0083281912886153,0.0347745919860846,0.050821514217988,0.0665037995053769
test_1040_1219,N128,full_relative_l2,M3,GIFT-Lite,20260822,5.7,0.7000000000000002,180,180,0.0372039740461491,0.0088073583179276,0.0356914890964453,0.0547892153867913,0.0678393900855608
test_1040_1219,N128,full_relative_l2,M3,GIFT-Lite,20260822,5.8,0.7999999999999998,180,180,0.0380537345892078,0.0093342790047854,0.0365874901575502,0.0580789343846453,0.0685794222696633
test_1040_1219,N128,full_relative_l2,M3,GIFT-Lite,20260822,5.9,0.9000000000000004,180,180,0.0388742906549989,0.0100833045285235,0.0374646687469337,0.0580974879991659,0.078932845491943
test_1040_1219,N128,full_relative_l2,M3,GIFT-Lite,20260822,6.0,1.0,180,180,0.0397915216173867,0.0113083412672694,0.0378690911511333,0.0574280069245505,0.104062885248374
test_1040_1219,N128,full_relative_l2,M3,FNO-2D,fixed,5.0,0.0,180,180,0.0,0.0,0.0,0.0,0.0
test_1040_1219,N128,full_relative_l2,M3,FNO-2D,fixed,5.1,0.0999999999999996,180,180,0.1746451181298157,0.0237241459811789,0.1746907634764692,0.2157053560634,0.236926991033569
test_1040_1219,N128,full_relative_l2,M3,FNO-2D,fixed,5.2,0.2000000000000001,180,180,0.1911409693622188,0.0250727305950991,0.1905481389760032,0.2322094837431055,0.2716147488901619
test_1040_1219,N128,full_relative_l2,M3,FNO-2D,fixed,5.3,0.2999999999999998,180,180,0.2017829108030052,0.0264882459467598,0.2022546090160228,0.2418693395566477,0.3364224613827826
test_1040_1219,N128,full_relative_l2,M3,FNO-2D,fixed,5.4,0.4000000000000003,180,180,0.2135475574627346,0.0292625565648071,0.2112465866327011,0.2540992080492429,0.403948495749628
test_1040_1219,N128,full_relative_l2,M3,FNO-2D,fixed,5.5,0.5,180,180,0.2208070860874778,0.03195801968673,0.2181613872017617,0.2654349143771535,0.4475947557256026
